	ongetwijfeld/adv	word/verb	doorsta/verb	bijzonder/adj	bekom/verb	bevrijd/verb	hoe/adj	groei_cijfer/noun	nog/adv	veiligheid_situatie/noun	klus/noun	noodzakelijk/adj	regering/noun	blijk/verb	Portugees/noun	bestrijding/noun	claim/noun	knok/verb	strijd/noun	voorspel/verb	verdedig/adj	oplossing/noun	behoorlijk/adj	reconstrueer/verb	koor/noun	rit/noun	cover/noun	schets/verb	kunstenaar/noun	demonstreer/verb	ervaar/verb	lijk/verb	op/adj	operatie/noun	leer/verb	perfect/adj	bereid/adj	zee/noun	clandestien/adj	post/noun	trek_aan/verb	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	zorg/verb	beloof/verb	onderdeel/noun	Koerdisch/adj	dans/noun	echter/adv	parkoers/noun	definitie/noun	aandenken/noun	impasse/noun	opgenomen/adj	breng_op/verb	deelnemer/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	vind/verb	meest/adj	begin/verb	beleef/verb	manoeuvreer/verb	moment/noun	tocht/noun	kwestie/noun	paar/noun	tijd/noun	sport/noun	zaak/noun	breng/verb	genoeg/adv	boekdeel/noun	uitslag/noun	positie/noun	prognose/noun	opdracht/noun	sprint/noun	het/noun	uiterst/adj	bel/noun	onderneem/verb	red/verb	publicitair/adj	kan/verb	tegenstander/noun	vreemde/noun	tafereel/noun	vang/verb	automobilist/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	vrouw/noun	dreig/verb	avontuur/noun	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	binnenlands/adj	plotseling/adj	vracht_wagen/noun	kritiek/noun	duur/verb	ga_op/verb	verkeer/verb	toch/adv	verhaal/noun	zo/adj	ben/verb	dat/noun	opnieuw/adv	soms/adv	bestaan/noun	recent/adj	stand_DIM/noun	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	knijp_dicht/verb	gewraakt/adj	dergelijk/adj	maak/verb	omstandigheid/noun	optie/noun	poging/noun	besluit/noun	even/adv	gemeente_kas/noun	overleef/verb	zie_uit/verb	gepaard/adj	talloos/adj	krakkemikkige/adj	stap/verb	doceer/verb	steeds/adv	trek/verb	situatie/noun	volk_raadpleging/noun	tref_aan/verb	gebied/noun	muzikaal/adj	stunt_werk/noun	leid/verb	meen/verb	blijf/verb	natuurlijk/adj	ambulanciers/noun	heel/adv	overhaast/adj	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	voorbij/adj	koers/noun	enquête/noun	toer/noun	temeer/adv	exercitie/noun	luchtvaart/noun	ouverture/noun	kussen/noun	reis/noun	oversteek/noun	schipper/noun	slachtoffer/noun	vaak/adj	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	iets/adv	onderneming/noun	onderwerp/noun	zeker/adv	angst/noun	chauffeur/noun	lever_op/verb	capriool/noun	president/noun	doel/noun
haal_uit/verb	0.9489352	0.93640417	0.87611556	0.9629115	0.8779515	0.9050156	0.96069294	0.975583	0.82928777	0.9365951	0.89638704	0.9262979	0.94830656	0.94564915	0.8260974	0.966984	0.9226775	0.94904274	0.86004174	0.96252006	0.82526827	0.89254487	0.82649297	0.94357914	0.98254955	0.93785244	0.975051	0.90211016	0.97564083	0.857977	0.933339	0.88872373	0.9118107	0.9170754	0.9025079	0.88582516	0.9410897	0.9585439	0.91081196	0.91593456	0.83643526	0.9077571	0.8585372	0.68951714	0.9457878	0.7816817	0.7651685	0.9164315	0.8906402	0.9379168	0.89875543	0.8288996	0.73679256	0.9196069	0.94663024	0.96753603	0.87972957	0.6781286	0.95272523	0.97660315	0.0	0.9165958	0.79256463	0.9497183	0.9692646	0.96810687	0.95709443	0.7964021	0.8331003	0.94167596	0.884825	0.88865525	0.956809	0.9691278	0.6932471	0.9671268	0.9822118	0.9479582	0.9675217	0.90265536	0.9731041	0.97789145	0.92999333	0.9780913	0.9205539	0.80886936	0.9582716	0.78856456	0.9351274	0.86548907	0.93169993	0.9392748	0.9441779	0.79361904	0.9611123	0.91819865	0.6149901	0.53139263	0.92875904	0.91531	0.9389636	0.9831915	0.9423086	0.90745556	0.7921343	0.9538103	0.851563	0.6896919	0.93904805	0.9649725	0.98594475	0.89589417	0.8949845	0.9383256	0.9018073	0.4741304	0.948907	0.89268196	0.9610434	0.9779232	0.9397319	0.935129	0.8060464	0.62180614	0.9781273	0.89502674	0.906779	0.94172317	0.8427125	0.9536212	0.97467804	0.98959506	0.95899665	0.9217575	0.93806523	0.81779176	0.96783084	0.82895404	0.6542177	0.9124707	0.9385374	0.86925316	0.8624687	0.944499	0.96848613	0.8230555	0.9446897	0.8483082	0.9177634	0.8788724	0.9373755	0.97351694	0.7835452	0.88588583	0.95448166	0.9212689	0.90734905	0.7841401	0.62305474	0.8736124	0.9332289	0.7635254	0.9495443	0.90535617	0.78808594	0.8563589	0.8880816	0.7891225	0.88153696	0.9396819	0.96553844	0.9518896	0.98059964	0.9618791	0.58624953	0.93415666	0.91697836	0.98740613	0.97512114	0.89356726	0.9369794	0.9468588	0.8573471	0.94651973	0.7651795	0.9761418	0.8957465	0.96599203	0.9782305	0.9171417	0.7832547	0.96194965	0.71084595	0.97692084	0.71169853	0.903437	0.8693209	0.9539811	0.79749686	0.9419074	0.9439035	0.88360846	0.9718632	0.8324282	0.86960095	0.7220221	0.8974426	0.7513561
zo/adv	0.72862494	0.7382355	0.89819837	0.57647663	0.89303416	0.9484195	0.2888044	0.88043916	0.71184087	0.6769593	0.64778566	0.6810777	0.87664306	0.7692967	0.8086414	0.961298	0.9281845	0.8139443	0.8391314	0.8100889	0.855968	0.732762	0.58734393	0.85411674	0.9346329	0.90970755	0.87745124	0.8092179	0.7630385	0.91906077	0.7014829	0.8560138	0.9402489	0.7618773	0.6991822	0.6217908	0.75267035	0.8412623	0.8912721	0.7949724	0.9631846	0.6402378	0.6762705	0.7924327	0.69353175	0.70324945	0.9215238	0.9476334	0.8229422	0.9820437	0.7652452	0.5186161	0.83426887	0.7290894	0.93921757	0.804479	0.8610399	0.8541614	0.91570514	0.8063105	0.9165958	0.0	0.5955378	0.8719728	0.96390826	0.9414616	0.8640102	0.67190945	0.93253845	0.82836056	0.9000619	0.64661497	0.81552124	0.81123435	0.83226335	0.67846376	0.66102636	0.7646737	0.9508984	0.37118602	0.7704456	0.79332393	0.8730669	0.7388687	0.7864528	0.8348238	0.5107273	0.63324726	0.96296996	0.9125482	0.9021292	0.8397415	0.64914477	0.77439135	0.8275051	0.74119866	0.8646304	0.78963226	0.88814646	0.75856304	0.81277055	0.89917415	0.8068595	0.9369673	0.76481223	0.66658366	0.6317128	0.8695847	0.732438	0.72605675	0.93138736	0.6705593	0.94946516	0.7291992	0.8890563	0.9601953	0.93900514	0.4961995	0.67610633	0.37604594	0.75282174	0.663918	0.81308097	0.4925152	0.8791603	0.7783413	0.8615249	0.8977934	0.8947141	0.6463946	0.82798755	0.81160307	0.8244026	0.8744445	0.9579203	0.8955945	0.8828847	0.697183	0.81641275	0.6708813	0.8625646	0.940388	0.8998587	0.56371987	0.93606675	0.87094307	0.8182479	0.8660901	0.7623127	0.7943276	0.9867293	0.7717365	0.50422233	0.956384	0.6321164	0.8863255	0.87136126	0.94021386	0.82541966	0.8278592	0.80808556	0.8183223	0.7334629	0.60787785	0.9018508	0.37002337	0.8416775	0.8545271	0.59374547	0.97247356	0.8902855	0.81336224	0.8277559	0.6492732	0.8849492	0.61167574	0.87340075	0.7178489	0.66791517	0.8918934	0.767519	0.81714416	0.81756544	0.8640284	0.6333525	0.9448339	0.80250746	0.9207208	0.85619175	0.79490876	0.4600994	0.86960423	0.6412914	0.9682647	0.8629123	0.7652875	0.7741225	0.729637	0.53247464	0.8200412	0.67171675	0.7479666	0.7703596	0.8867626	0.8363288	0.7567245	0.88340384	0.8524117
reuze/adj	0.73571193	0.86758476	0.8397946	0.75098574	0.7474042	0.9098886	0.77703595	0.91298795	0.78502893	0.94716424	0.8612047	0.7754909	0.9282519	0.9156422	0.84344995	0.9647854	0.98952454	0.95661795	0.9482734	0.90322167	0.8726909	0.7786691	0.7128447	0.8608103	0.9450603	0.8420868	0.8992258	0.91128844	0.97539395	0.95571715	0.8026331	0.8535545	0.8953764	0.9170159	0.9348777	0.76376975	0.6642262	0.8585327	0.8657309	0.91748494	0.9719325	0.7458021	0.8193269	0.7349433	0.9085577	0.8365278	0.87156785	0.89735293	0.8980594	0.9087447	0.8796945	0.7105608	0.9265129	0.8952696	0.9093907	0.9118114	0.8963742	0.9074249	0.84245205	0.8935	0.79256463	0.5955378	0.0	0.9277652	0.96032465	0.8802706	0.86976427	0.8207319	0.77044326	0.7344842	0.9237446	0.7306266	0.84502065	0.8701186	0.93103427	0.7029027	0.83549255	0.88458407	0.9709149	0.7087486	0.81448364	0.9304822	0.98444384	0.84189075	0.9649989	0.90895915	0.5584283	0.89336884	0.9918287	0.8971267	0.9621547	0.839906	0.7811122	0.93149656	0.88695264	0.88902795	0.8637583	0.85400224	0.9777866	0.8849924	0.88741076	0.9120169	0.93741643	0.9769603	0.765351	0.8322414	0.8181554	0.8756641	0.93755096	0.8946551	0.94474006	0.7084971	0.95426434	0.9534882	0.9252551	0.6772864	0.94387347	0.6905987	0.82423013	0.59099853	0.8303052	0.6507782	0.79228324	0.79030114	0.87145096	0.86663467	0.8460156	0.9243572	0.9790764	0.87670255	0.7744667	0.9799879	0.8282206	0.8951449	0.90215904	0.8645505	0.94586366	0.8386744	0.91115546	0.88517946	0.87683094	0.97470915	0.9842418	0.84235656	0.96918327	0.8092309	0.81504333	0.84830153	0.78883046	0.8481004	0.86659336	0.9246253	0.748925	0.90227807	0.90519714	0.8867349	0.89531827	0.9382119	0.7504272	0.92262644	0.9722347	0.861227	0.8843031	0.74901783	0.786816	0.5402447	0.8459478	0.7978661	0.7518346	0.8519591	0.9749633	0.71921515	0.9741577	0.753719	0.872361	0.7659993	0.8263786	0.8954641	0.879525	0.9558377	0.7845307	0.9497652	0.7269229	0.93791896	0.8575907	0.97623116	0.9290848	0.9430967	0.83440185	0.9376852	0.6434519	0.91670936	0.7684594	0.9923788	0.8028487	0.95527434	0.8721053	0.890385	0.77599716	0.9241377	0.91287905	0.8825186	0.92416495	0.8832418	0.90454364	0.7117057	0.98747414	0.9242072
zijn/adj	0.8999558	0.96148103	0.82577515	0.8592776	0.8397868	0.96951705	0.86857355	0.96275014	0.78792346	0.8878117	0.8956548	0.7307862	0.92218685	0.8454078	0.9447456	0.92444	0.942887	0.9610971	0.95475906	0.8790324	0.8374915	0.87238324	0.8441169	0.92460465	0.96881753	0.8530685	0.9764496	0.82314605	0.9192966	0.9581548	0.86885095	0.63783836	0.39377087	0.8820074	0.9516003	0.80608374	0.8507445	0.9684575	0.92664814	0.9228701	0.9094964	0.774219	0.85360086	0.8836676	0.81022996	0.84265065	0.8664721	0.9386295	0.9374612	0.97342235	0.9417568	0.8538427	0.8962029	0.7913848	0.9827703	0.93240654	0.9299935	0.76403564	0.9212692	0.96839845	0.9497183	0.8719728	0.9277652	0.0	0.9547404	0.8848658	0.8794957	0.87784904	0.94793314	0.9524834	0.87052715	0.87147295	0.95692486	0.9169031	0.72735465	0.9079622	0.93057364	0.9278611	0.6972527	0.9048179	0.8938403	0.84585625	0.9187831	0.8694789	0.8644358	0.9064264	0.7838563	0.77784985	0.9680517	0.9396313	0.9511764	0.7273951	0.86672723	0.85709625	0.88424176	0.86901027	0.9709945	0.85482657	0.95772064	0.93142563	0.8997282	0.96052617	0.94886374	0.93946767	0.8753339	0.7527342	0.8648529	0.8631878	0.889792	0.9067505	0.9590868	0.94546074	0.9493867	0.8926382	0.7798253	0.96027726	0.940685	0.5550401	0.9132157	0.8674163	0.6911724	0.904608	0.9444406	0.8011377	0.9210306	0.94195783	0.9274987	0.95538515	0.9256149	0.8526171	0.97207296	0.9406546	0.95150226	0.902973	0.97934556	0.7077148	0.92665994	0.81354123	0.9229583	0.8152697	0.86504173	0.8527113	0.9343325	0.5874621	0.65714014	0.94247985	0.8610276	0.85186887	0.9094461	0.96354234	0.9584873	0.96329874	0.8558522	0.93703574	0.80232364	0.86182344	0.93065333	0.94823563	0.8941575	0.6313773	0.8814375	0.82994056	0.8231374	0.8770865	0.9279654	0.84387517	0.88284945	0.95002186	0.59520745	0.9614825	0.89772516	0.9428427	0.95623374	0.8465787	0.9313773	0.6463871	0.87660724	0.87003326	0.9281901	0.9590187	0.96417093	0.948087	0.95556116	0.9831067	0.7739357	0.91938907	0.9119602	0.8772966	0.9414282	0.79149646	0.77578056	0.36664516	0.85436964	0.9742453	0.90817934	0.9278635	0.87550044	0.88274646	0.91345704	0.9254416	0.877816	0.86472034	0.8962301	0.95148844	0.7883778	0.9136048	0.96275747	0.91586936
brandweer/noun	0.9226998	0.4889077	0.9573258	0.91090095	0.8695659	0.50818753	0.9250556	0.96742004	0.8837979	0.9754054	0.6458668	0.85722965	0.9209975	0.92029214	0.93688506	0.7594655	0.94445354	0.94603133	0.9567752	0.96282166	0.9207156	0.9602328	0.911131	0.93184346	0.9762681	0.93058556	0.9705944	0.9572856	0.97771555	0.8688831	0.9314991	0.8750959	0.9542769	0.8405385	0.9726621	0.9189101	0.91562814	0.83971524	0.836901	0.88100225	0.96971804	0.94683546	0.95128804	0.92280364	0.96643436	0.9716949	0.93489575	0.7684681	0.95692176	0.9255575	0.9744344	0.8788223	0.9882736	0.9393079	0.9967673	0.80341613	0.98772573	0.95577526	0.9881769	0.81460863	0.9692646	0.96390826	0.96032465	0.9547404	0.0	0.94258773	0.9858511	0.94225985	0.9371182	0.99735945	0.83186483	0.96227926	0.943208	0.9981405	0.91559434	0.9575552	0.98292387	0.96038264	0.90281487	0.97007823	0.96959037	0.9984044	0.6843784	0.92067575	0.9266208	0.8911	0.9879116	0.9301712	0.94817	0.93935204	0.60962737	0.9708473	0.67833203	0.9847043	0.86753553	0.9188148	0.71209717	0.6182097	0.4909854	0.9765307	0.90046716	0.9610327	0.48628062	0.88693744	0.97113883	0.99418294	0.8516916	0.80540264	0.69918907	0.98512846	0.9340943	0.936362	0.67223465	0.96340007	0.8989021	0.92217124	0.73124224	0.9078174	0.97315234	0.96178854	0.9293987	0.92320406	0.9009298	0.91613185	0.96913034	0.97522074	0.9513213	0.47546476	0.97348726	0.9100056	0.9915268	0.9733178	0.94432855	0.7977907	0.9508237	0.9267583	0.8926709	0.8567232	0.94408214	0.896553	0.97981906	0.77370656	0.9926326	0.87327844	0.8966251	0.81955457	0.9782653	0.9625879	0.87878406	0.89338046	0.89664793	0.9917242	0.919644	0.9874082	0.77159756	0.9746462	0.61310315	0.83214486	0.96474195	0.9344885	0.967563	0.9809043	0.92940867	0.9335312	0.38915223	0.9558772	0.9067786	0.7544825	0.94306165	0.77585715	0.9333126	0.9638993	0.99301094	0.9884116	0.8579905	0.9449002	0.95227873	0.86757123	0.9932161	0.9897681	0.99110085	0.9067611	0.8092857	0.33776677	0.83721125	0.8942063	0.9682515	0.92204046	0.89115864	0.99025977	0.9524457	0.9553176	0.9458058	0.7436233	0.7880842	0.8643214	0.9208896	0.87324286	0.97814566	0.9362556	0.99022365	0.9099475	0.7619188	0.45340532	0.9623658	0.9678892	0.9550902	0.8801619
voed/verb	0.7975904	0.7147166	0.50374734	0.88997614	0.8212428	0.83741313	0.89376664	0.47325867	0.8736172	0.9581146	0.8667934	0.8789292	0.8335483	0.7937356	0.9430075	0.9257495	0.8460227	0.88498855	0.9128408	0.62764454	0.8851781	0.91511136	0.70710814	0.8762174	0.92115426	0.96358025	0.851513	0.8591703	0.9615739	0.8848822	0.71618855	0.87407154	0.89694816	0.86896443	0.8773911	0.9218086	0.9266342	0.93052936	0.9308093	0.8828444	0.8251608	0.86538005	0.8501078	0.8983532	0.74067765	0.8920908	0.65500385	0.92539394	0.96046233	0.8204494	0.94619805	0.80512714	0.8910922	0.8792981	0.9544964	0.94547665	0.8642922	0.84606296	0.96173465	0.8277581	0.96810687	0.9414616	0.8802706	0.8848658	0.94258773	0.0	0.9290745	0.83586454	0.8990206	0.8476255	0.924126	0.92140317	0.9209533	0.8542147	0.96248776	0.8299828	0.95927304	0.86723304	0.8607414	0.8814499	0.7361246	0.9001187	0.96067005	0.66517794	0.93043774	0.9831051	0.93477446	0.90194553	0.9627646	0.89614755	0.94196314	0.89332354	0.78933734	0.84989077	0.859941	0.8488084	0.6610755	0.95439357	0.9037502	0.90164566	0.7936462	0.6064249	0.8951714	0.91237843	0.8308698	0.88412774	0.8614845	0.7968416	0.8691481	0.87917495	0.6805426	0.76221967	0.9775278	0.722401	0.92096525	0.95627904	0.9030818	0.8405599	0.81556714	0.92634976	0.88424164	0.8268456	0.69304764	0.8425892	0.8955616	0.6553116	0.8541466	0.9392332	0.67073464	0.8673723	0.7755534	0.533149	0.8815933	0.903755	0.92623895	0.7262151	0.903154	0.7249125	0.9118845	0.8484126	0.95710063	0.86040485	0.8239129	0.85751593	0.95033926	0.8771746	0.8985681	0.68968356	0.81864786	0.94345677	0.93858063	0.95784307	0.7999736	0.9367247	0.8609931	0.8978175	0.86827123	0.7845137	0.8438892	0.8700154	0.74851793	0.8441638	0.804719	0.7765148	0.93588185	0.8597918	0.89400554	0.86110085	0.94981706	0.88198954	0.7770356	0.6119025	0.7497006	0.8839195	0.9126389	0.87793523	0.8917661	0.8274952	0.91459584	0.992852	0.8481481	0.95740736	0.9508733	0.85128343	0.81348854	0.9870286	0.83255345	0.7613322	0.90261424	0.822031	0.88212657	0.89044267	0.7610884	0.98377913	0.91453725	0.8550851	0.572005	0.87001413	0.7647096	0.8085915	0.867682	0.91483355	0.4025483	0.9611044	0.7802587	0.88876426	0.9165988	0.99249554
vind/verb	0.8385864	0.9545493	0.86313254	0.84994227	0.9004602	0.9312152	0.8225391	0.94547653	0.91580063	0.8617513	0.8410172	0.69450915	0.7709103	0.6885486	0.94622326	0.7684976	0.90797967	0.7590669	0.9626172	0.93561804	0.8613926	0.64707696	0.92085654	0.855436	0.96768576	0.9894065	0.9467141	0.8942695	0.93089974	0.9497593	0.80111223	0.37425357	0.8397479	0.8259375	0.94586426	0.78590167	0.85389495	0.98332185	0.97019297	0.8416139	0.92382294	0.65749717	0.7028279	0.93925273	0.7756694	0.8766771	0.80565584	0.7614722	0.82644784	0.7791523	0.9498218	0.6189127	0.85612524	0.84546393	0.9082574	0.77287805	0.92913955	0.75567514	0.9680285	0.98749393	0.95709443	0.8640102	0.86976427	0.8794957	0.9858511	0.9290745	0.0	0.8414591	0.97970223	0.9076633	0.78524435	0.8557879	0.98412436	0.71750367	0.94734496	0.9325718	0.89409995	0.8208897	0.8194438	0.8734394	0.8521062	0.98376465	0.92649704	0.94249684	0.8650356	0.96111554	0.7819557	0.88746035	0.95445526	0.89536834	0.9441716	0.82732034	0.85085416	0.94689834	0.9797425	0.9037025	0.9598892	0.90536964	0.9191446	0.9315483	0.7682551	0.9466496	0.9514041	0.87973493	0.93971735	0.82937956	0.9365885	0.88565636	0.898224	0.9261582	0.85462	0.98051196	0.9967215	0.91067934	0.89622194	0.9835198	0.8251601	0.6897627	0.9299471	0.730505	0.41365218	0.8253433	0.8989969	0.79195404	0.9485518	0.9377737	0.91868037	0.8542992	0.91532856	0.7064481	0.831712	0.95303243	0.89806736	0.78516763	0.9536766	0.914734	0.87877655	0.7747026	0.82050544	0.7354175	0.900824	0.86266893	0.83442366	0.8175913	0.9392288	0.9269295	0.576054	0.8650453	0.95805705	0.86717254	0.95781076	0.8994486	0.7505629	0.95161074	0.82598203	0.77526623	0.94587773	0.92815936	0.92625904	0.86212903	0.75239676	0.6181642	0.83798623	0.63957316	0.9240704	0.77508926	0.7962631	0.9394665	0.9013392	0.97098434	0.804497	0.897334	0.93533045	0.9482948	0.9758485	0.7537393	0.8389131	0.9107957	0.9472904	0.93237233	0.98269576	0.905022	0.96530557	0.96405387	0.7687163	0.86621237	0.9481708	0.9228262	0.9127055	0.77152765	0.891559	0.8477375	0.85143834	0.97438914	0.97602546	0.94881773	0.88150024	0.87622577	0.94324446	0.87681293	0.8532366	0.79599905	0.98623914	0.9840483	0.8072668	0.9343021	0.81205976	0.91564876
meest/adj	0.6997018	0.8139729	0.7822177	0.63463473	0.8670366	0.81233466	0.7681492	0.70029354	0.8025809	0.6590286	0.78394854	0.7704488	0.8786384	0.58746314	0.81659925	0.88573813	0.8896337	0.9038933	0.8391325	0.7014878	0.8690027	0.7952272	0.7450648	0.7760658	0.9456322	0.8932209	0.7608545	0.733554	0.7287662	0.84537816	0.7662252	0.78393346	0.90748614	0.7000271	0.7167037	0.8161271	0.79927474	0.8319619	0.8882642	0.8986217	0.8685823	0.69800484	0.7209058	0.69228446	0.85863566	0.84382945	0.8268396	0.8803751	0.7834221	0.8718653	0.7274792	0.619609	0.79907423	0.60704064	0.7355914	0.84970015	0.60415745	0.7269759	0.8563094	0.94385153	0.7964021	0.67190945	0.8207319	0.87784904	0.94225985	0.83586454	0.8414591	0.0	0.9273473	0.74756694	0.86636627	0.6856375	0.8216117	0.8165761	0.82666314	0.85398936	0.6035353	0.84037703	0.8371293	0.7667637	0.77271307	0.63193953	0.92242	0.524775	0.7557012	0.84742236	0.78229654	0.57899565	0.9136068	0.9422686	0.8737607	0.8832101	0.78453773	0.83703256	0.8380304	0.88441557	0.70093286	0.71940887	0.84914726	0.7140984	0.84993684	0.8797943	0.8376509	0.8412755	0.7072989	0.71762884	0.6885531	0.6915604	0.79904014	0.6392173	0.8500827	0.7822338	0.88323474	0.7843153	0.95738685	0.9563657	0.8123301	0.7527848	0.7538012	0.74053955	0.69671005	0.72356045	0.886902	0.61121905	0.8978443	0.6913405	0.7992299	0.8776352	0.72650254	0.69100165	0.87857574	0.7234598	0.89716136	0.7519183	0.7695266	0.8677336	0.7009501	0.6270701	0.60942477	0.8142654	0.7572042	0.8266132	0.79178137	0.64551926	0.86542284	0.78420866	0.9205989	0.9182578	0.66074264	0.8561163	0.91917753	0.72925687	0.6135529	0.933606	0.7559202	0.76161206	0.74944186	0.82310224	0.722196	0.8920602	0.81767404	0.80498666	0.76345754	0.7330084	0.90419775	0.6133745	0.81627476	0.7711685	0.87675244	0.83015454	0.8091005	0.8373671	0.78884983	0.51853085	0.8962711	0.797296	0.8188575	0.58272314	0.8265865	0.9441649	0.8124232	0.925514	0.88836175	0.7971342	0.54589546	0.8781929	0.80375385	0.8641225	0.8086262	0.82039267	0.8182562	0.90038437	0.531511	0.8654381	0.7258542	0.712257	0.77565914	0.7255045	0.7112678	0.78977764	0.56172657	0.8267494	0.830826	0.89713776	0.7156364	0.703095	0.9248189	0.8866387
begin/verb	0.76844275	0.92287534	0.64738274	0.82824814	0.637526	0.9082471	0.9190165	0.9924627	0.86423063	0.9340866	0.72928846	0.8613076	0.9633064	0.92494816	0.80133766	0.9798965	0.9899924	0.95936215	0.9418385	0.9459843	0.8076309	0.980541	0.8432077	0.51202583	0.95113796	0.87889177	0.8921898	0.83358514	0.9552512	0.95949596	0.8315642	0.8157322	0.9339301	0.9124795	0.9085363	0.752597	0.8010565	0.66536254	0.45048046	0.98723906	0.81117475	0.93400425	0.9291587	0.7224581	0.92485064	0.9103353	0.9109386	0.7027866	0.7752755	0.9101408	0.8837808	0.8658506	0.8862307	0.9286974	0.7766199	0.962116	0.8174325	0.90292424	0.7279831	0.9291395	0.8331003	0.93253845	0.77044326	0.94793314	0.9371182	0.8990206	0.97970223	0.9273473	0.0	0.5089271	0.9271748	0.9369261	0.67498994	0.99257135	0.80936855	0.8953169	0.9287965	0.9858762	0.8661708	0.888337	0.90015805	0.9519386	0.90752614	0.9871028	0.831082	0.75669825	0.9702253	0.8969344	0.9187079	0.58765507	0.91059655	0.809913	0.92856586	0.88284224	0.7285125	0.9455717	0.8009437	0.9916789	0.9311057	0.7239826	0.91678125	0.9909992	0.96189374	0.9224003	0.6742815	0.94299656	0.9347197	0.7675855	0.9662249	0.85833514	0.867824	0.8985828	0.88420415	0.9687627	0.460118	0.7465126	0.9832976	0.90296805	0.7289386	0.9815651	0.9338685	0.8507807	0.8523322	0.8093301	0.95473707	0.88227206	0.82606095	0.9582553	0.99752146	0.81953	0.8527458	0.99717724	0.7876408	0.85866904	0.98854697	0.8040538	0.8983591	0.71961445	0.5634513	0.9518395	0.90638906	0.97128624	0.9453988	0.8895041	0.8539475	0.53078187	0.95181113	0.7957469	0.58508027	0.8067561	0.78721386	0.9961524	0.9582954	0.6239875	0.9798462	0.99507564	0.98122495	0.88225245	0.5979675	0.94667816	0.83520573	0.9420052	0.9439183	0.8993402	0.8245718	0.8700304	0.7848624	0.77617544	0.87684304	0.98779863	0.9845463	0.804535	0.9700207	0.9790571	0.8851177	0.8092028	0.8079989	0.92357254	0.7204012	0.92703104	0.67892885	0.6850656	0.8136036	0.9976802	0.87464166	0.9700832	0.85278064	0.936323	0.8653604	0.968761	0.86680806	0.9675121	0.8159864	0.99276686	0.6533036	0.84937555	0.8784764	0.9133473	0.93315697	0.9633233	0.92054766	0.76823545	0.98686737	0.9383789	0.8149615	0.8499534	0.9462542	0.6751587
beleef/verb	0.67091584	0.8976831	0.56361926	0.73616743	0.50063324	0.951861	0.7774246	0.9676392	0.86068165	0.89557683	0.8787651	0.9116175	0.97048247	0.92361903	0.7485064	0.9927249	0.9758915	0.8592223	0.8655194	0.91284513	0.9250648	0.93942076	0.86088145	0.58013433	0.8353857	0.9478682	0.8963632	0.8017641	0.87307584	0.8838401	0.6484964	0.7719192	0.9290373	0.91371846	0.7502517	0.8341419	0.91511	0.6984156	0.66595054	0.8558397	0.92596054	0.76187885	0.7939903	0.59742665	0.8825791	0.8064716	0.8433542	0.7990795	0.87114185	0.9647443	0.78386486	0.8745834	0.8312514	0.8134282	0.5864267	0.9416699	0.8983307	0.9207834	0.7780926	0.8482967	0.94167596	0.82836056	0.7344842	0.9524834	0.99735945	0.8476255	0.9076633	0.74756694	0.5089271	0.0	0.91255313	0.6987114	0.62244153	0.8432445	0.8298198	0.77603394	0.5998666	0.93556327	0.8962914	0.86370087	0.8740164	0.95108366	0.9336011	0.92517793	0.8270944	0.9345073	0.8811259	0.8309823	0.9336099	0.76965964	0.9501124	0.73995984	0.8191067	0.9171374	0.6948689	0.8607733	0.83418125	0.9125153	0.865428	0.74364555	0.94025004	0.9816323	0.89706075	0.9121715	0.44733483	0.8758751	0.83088017	0.84414804	0.91208416	0.73493123	0.9101048	0.8747822	0.91738206	0.89820355	0.6867882	0.92219007	0.8522223	0.86133695	0.6877583	0.94850516	0.80729115	0.9034877	0.8599175	0.7813461	0.88624376	0.87945205	0.64125746	0.9194501	0.9161214	0.8012362	0.73733306	0.92600036	0.8479896	0.79678893	0.91206455	0.741119	0.8903688	0.7501489	0.8052954	0.81800544	0.8853667	0.8977026	0.96773976	0.8171207	0.9954649	0.6245384	0.8845746	0.8167736	0.70363927	0.82394075	0.69299686	0.8460535	0.90129805	0.7588936	0.8792005	0.9697396	0.9595638	0.8358249	0.5539892	0.9442965	0.82402915	0.95102036	0.8806712	0.8354781	0.7397445	0.7505224	0.8338861	0.8847301	0.8785933	0.93384147	0.9383763	0.6170175	0.9230009	0.9561604	0.9248546	0.7224045	0.861989	0.78026855	0.599512	0.9892408	0.5362625	0.85144293	0.90855455	0.9116429	0.79035825	0.86277294	0.6818738	0.9480767	0.80107635	0.9712333	0.91271454	0.9645216	0.65803665	0.96818554	0.6980247	0.8128145	0.9326942	0.870034	0.93354756	0.89581686	0.8325926	0.8821039	0.85454947	0.90339243	0.8099726	0.70168513	0.9661754	0.89462376
