	kwetsuur/noun	gezag/noun	voldoende/adv	kom_terug/verb	Amsterdams/adj	cabaretier/noun	ben/verb	samenleving/noun	olie_prijs/noun	thuisploeg/noun	tijdig/adj	36-jarige/adj	onbemand/adj	laat/verb	ziekte/noun	golfer/noun	eveneens/adv	dien/verb	water_kanon/noun	krachtig/adj	enigszins/adv	kerk_toren/noun	Amerikaans/adj	meteen/adv	word/verb	waarschijnlijk/adj	Champions/noun	populatie/noun	lies_blessure/noun	water_kwaliteit/noun	aandeel_beurs/noun	help/verb	vanochtend/adv	democratie/noun	probeer/verb	nauwelijks/adv	wereld_gemeenschap/noun	misstap/noun	meer/adv	rij_richting/noun	tijd/noun	systeem/noun	bevolking_groep/noun	veiligheid/noun	naai/verb	schade/noun	doelman/noun	norm/noun	hart_operatie/noun	goed/adj	woning/noun	wonderbaarlijk/adj	politiek/noun	gemeente/noun	euvel/noun	staat/noun	wegdek/noun	veerkrachtig/adj	snel/adj	onmiddellijk/adj	weeg/verb	verbetering/noun	fiets/noun	geschonden/adj	vervolgens/adv	paars_wit/adj	moet/verb	geloof/noun	licht/adj	schouder_blessure/noun	reputatie/noun	situatie/noun	help_mee/verb	toestand/noun	gebied/noun	kosten/noun	opnieuw/adv	orde/noun	alles/noun	zodanig/adj	onafhankelijkheid/noun	oud/adj	lijk/verb	thuis/adv	afgelopen/adj	verbeter/verb	kliniek/noun	kan/verb	geraakt/adj	patiënt/noun	mogelijk/adj	gebouw/noun	wil/verb	economie/noun	bezoeker/noun	niet/adv	voorlopig/adj	trauma/noun	letsel/noun	eventueel/adj	allicht/adv	reliëf/noun	herneem/verb	beurs_fonds/noun	contract_uur/noun	consumentenvertrouwen/noun	pas_aan/verb	rust/noun	griep_aanval/noun	eer/noun	echter/adv	nog/adv	kiezer/noun	fout_DIM/noun	zuiverheid/noun	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	spel_maker/noun	breuk/noun	momenteel/adj	middag/noun	contact/noun	zal/verb	stijl/noun	ingreep/noun	lever_in/verb	wat/adv	voet_blessure/noun	effect_beurs/noun	operatie/noun	autonomie/noun	vanmiddag/adv	volk/noun	mede/adv	markt/noun	ere/noun	aan/adj	electrisch/adj	enkel_blessure/noun	gezondheid_probleem/noun	glorie/noun	ploeg/noun	strand/verb	knie_operatie/noun	geleidelijk/adj	helemaal/adv	op_doffer/noun	middenvelder/noun	iets/adv	net/adv	tijdelijk/adj	blijk/verb	maand/noun	weer/adv	leiding/noun	winstwaarschuwing/noun	ziekenhuis/noun	pas/adv	spectaculair/adj	laat/adj	intussen/adv	natuur/noun	opening_fase/noun	opereer/verb	gisterenavond/adv	voldoende/adj	lever/noun	terug/adv	slecht/adj	redelijk/adj	land/noun	vergeef/verb	vrijwel/adv	geloofwaardigheid/noun	geheel/adj	installatie/noun	griep/noun	bilateraal/adj	balans/noun	vanzelf/adv	sars/noun	blessure/noun	traditie/noun	kraan/noun	gisteren/adv	normaal/adj	patiënte/noun	val_partij/noun	dak/noun	termijn/noun	sluit_post/noun	muur/noun	nodig/adj	vertrouwen/noun	volledig/adj	onderhoud/verb
fiets/noun	0.78908026	0.9591205	0.9476941	0.8292919	0.9923396	0.9196188	0.84424293	0.9626262	0.9150509	0.8910422	0.76232094	0.9456174	0.8637292	0.87746435	0.8332525	0.9958837	0.7403643	0.8573287	0.9160935	0.84859896	0.935835	0.83836335	0.9968234	0.87638766	0.74865264	0.8490663	0.9943884	0.90311235	0.8359437	0.92687774	0.9427062	0.8965281	0.9412216	0.97852874	0.8749968	0.89241254	0.9636672	0.93459094	0.9024584	0.6110412	0.83726203	0.6991852	0.95355874	0.8837508	0.8053002	0.7464773	0.88989776	0.9727391	0.9016669	0.9442845	0.78127843	0.8856733	0.96555847	0.9285174	0.8264505	0.90962803	0.64152664	0.9282001	0.8155271	0.9254814	0.82298577	0.9235917	0.0	0.95397663	0.6496593	0.96115327	0.84453785	0.9736381	0.7777257	0.7675672	0.97020596	0.92204005	0.8606038	0.8785849	0.976962	0.8822453	0.79644144	0.8528249	0.87064445	0.9200724	0.9800343	0.7938968	0.8744963	0.7588494	0.93407154	0.9224291	0.9383843	0.84883726	0.9303562	0.91598606	0.84227234	0.8223387	0.8841926	0.9273212	0.9487206	0.8785938	0.8883982	0.87764215	0.81747997	0.85219634	0.7642224	0.8988471	0.8502643	0.9757381	0.9075844	0.93005264	0.8194885	0.90468407	0.71560764	0.9855242	0.8943881	0.8642527	0.9573396	0.90470964	0.9609315	0.9651983	0.86050946	0.9629225	0.871729	0.8468571	0.8205676	0.7826848	0.7944748	0.85829943	0.8766873	0.9400611	0.7774904	0.9078064	0.8066797	0.857193	0.9616701	0.93810827	0.9780425	0.9557134	0.9840563	0.8784152	0.9277382	0.88585436	0.7898853	0.5237192	0.76128674	0.8235268	0.86650383	0.92787194	0.8688306	0.8617666	0.8350989	0.75079197	0.9440362	0.88696027	0.86651623	0.78040415	0.8087972	0.9101299	0.84149206	0.72435176	0.714597	0.95162886	0.86489314	0.82534355	0.8068162	0.8672216	0.8200377	0.93890715	0.97429186	0.8945665	0.80321866	0.8847574	0.8434529	0.7096615	0.88069373	0.9033552	0.96177304	0.9327517	0.95110387	0.9813453	0.89857835	0.6636218	0.8760952	0.9254678	0.9263444	0.78210455	0.9482635	0.6999924	0.92240953	0.70610887	0.895272	0.75430566	0.95572793	0.74470615	0.71579003	0.91925627	0.95010954	0.7437062	0.8936403	0.9337669	0.72261214	0.83990747
geschonden/adj	0.912433	0.62037814	0.82601	0.84308046	0.8633212	0.92508227	0.8212358	0.6621876	0.7983247	0.85774696	0.85344934	0.9696146	0.89347047	0.8816012	0.92471254	0.8194976	0.84944147	0.75703096	0.8269937	0.82347006	0.7190913	0.9641396	0.75071186	0.9143155	0.8672211	0.87867045	0.7757704	0.84305423	0.93191403	0.8744161	0.7986064	0.7397406	0.85256946	0.6246848	0.80545944	0.8522184	0.7793859	0.8959091	0.85341805	0.96807384	0.9092298	0.8461427	0.785432	0.79716414	0.9086522	0.7089113	0.9394299	0.8202557	0.9509541	0.77762747	0.9065006	0.85218376	0.63622665	0.94724065	0.86272293	0.8245619	0.94428086	0.7942355	0.8585017	0.95744014	0.79719746	0.79721606	0.95397663	0.0	0.88083315	0.7661072	0.85634065	0.69753295	0.8884623	0.9474632	0.5638299	0.87015325	0.90164906	0.89273924	0.7687331	0.864103	0.7612556	0.79841703	0.8248197	0.72304213	0.6767187	0.8744243	0.7556075	0.90086263	0.88599384	0.7406275	0.8531388	0.85626554	0.8406702	0.8850531	0.86130244	0.87058365	0.8834517	0.6629982	0.89520335	0.8953481	0.89166707	0.79892987	0.89950955	0.8915814	0.8674086	0.87273985	0.90374774	0.8733172	0.8452884	0.7139162	0.7982909	0.84197605	0.83382356	0.6976789	0.8104613	0.78484166	0.62919235	0.8782611	0.76199955	0.865208	0.81490064	0.86213845	0.9378226	0.9089952	0.89328766	0.90979034	0.8667055	0.91775656	0.78686464	0.8457977	0.85585797	0.86233246	0.79746807	0.96413463	0.8331738	0.8451143	0.89988214	0.850008	0.69504106	0.8559864	0.8003143	0.71522367	0.8893383	0.9456764	0.883197	0.9522795	0.68041867	0.8352329	0.938652	0.96046615	0.7712836	0.89663935	0.9184531	0.95925736	0.81109315	0.961212	0.90015054	0.8044077	0.87403995	0.7694782	0.8501221	0.79260814	0.95390177	0.9150693	0.9040203	0.8479866	0.76766217	0.85211515	0.81377614	0.86231446	0.8960519	0.89645004	0.86826295	0.8551936	0.77907723	0.7724277	0.7208313	0.91587055	0.83553284	0.49625212	0.8281262	0.92875254	0.96397495	0.8843982	0.79911256	0.83840644	0.93570805	0.9169806	0.7448504	0.9331224	0.91585255	0.8142623	0.92905223	0.93762416	0.94577175	0.8592683	0.89218134	0.9748172	0.7650304	0.6438781	0.87256366	0.94364846
vervolgens/adv	0.8219994	0.87024784	0.8937042	0.7532297	0.85662675	0.94459754	0.8194041	0.80922306	0.83195	0.7647667	0.67303944	0.7577064	0.82913375	0.7322967	0.860673	0.8235478	0.63657486	0.623318	0.71000993	0.80098987	0.76542586	0.9107306	0.8921764	0.79084647	0.6375582	0.6711935	0.8799993	0.8303056	0.81826115	0.89323634	0.8553718	0.7655546	0.7695413	0.90219146	0.76442116	0.7887306	0.7950657	0.91590935	0.8265445	0.8107803	0.7726538	0.7637882	0.8616232	0.79305077	0.5972061	0.788804	0.71617687	0.8692674	0.8510747	0.8665399	0.8614176	0.88433146	0.8570106	0.8941635	0.767898	0.8777577	0.78428483	0.8958088	0.7961947	0.71413195	0.8393223	0.81299746	0.6496593	0.88083315	0.0	0.8187767	0.6424781	0.952958	0.75740683	0.8069438	0.9681577	0.8640838	0.8989165	0.83047354	0.82175887	0.88297665	0.62535834	0.8057114	0.68315023	0.73296833	0.9458729	0.800785	0.79852754	0.73108304	0.7404775	0.7486552	0.70794976	0.82953167	0.88663423	0.8016583	0.76331574	0.83489007	0.86994	0.85301214	0.84845036	0.8794482	0.7576917	0.8751044	0.8246464	0.7342712	0.7105783	0.8259289	0.7787085	0.790708	0.85810703	0.9456334	0.78695405	0.800287	0.8964417	0.95211196	0.74890405	0.80226487	0.8618518	0.84449667	0.9512798	0.81887716	0.6893449	0.8973472	0.76392424	0.79458	0.8589543	0.6997546	0.6739459	0.8089879	0.8088849	0.7823583	0.7820315	0.8156328	0.6588991	0.8876861	0.8476824	0.7526126	0.8914078	0.7567687	0.89374906	0.7356802	0.8083627	0.8155658	0.7148748	0.7594211	0.822124	0.8773009	0.8479601	0.82522726	0.8013055	0.8424274	0.7912576	0.7522095	0.8420956	0.7743585	0.8033479	0.8009581	0.7776693	0.80143195	0.77874625	0.6290198	0.7778616	0.7962768	0.7678073	0.7223778	0.8211481	0.75150096	0.6707934	0.75714314	0.9080803	0.6775038	0.8038082	0.8197184	0.7008724	0.7160193	0.8096183	0.8403335	0.76950264	0.890731	0.7246461	0.8779447	0.82994944	0.74240714	0.8551425	0.9208773	0.8500576	0.7175983	0.9111462	0.7804774	0.8756076	0.7144809	0.7127186	0.71761334	0.9162716	0.83626485	0.76452214	0.8897013	0.8603686	0.6696092	0.81262267	0.83555436	0.6777941	0.7932462
paars_wit/adj	0.811805	0.91005903	0.9404018	0.8545711	0.9294144	0.95712847	0.8110918	0.85214496	0.90635145	0.5576844	0.7978192	0.6971328	0.881643	0.80935997	0.9749642	0.789345	0.74661237	0.8283115	0.7888566	0.90952367	0.7549916	0.9820332	0.9412082	0.6295557	0.8720282	0.8325875	0.5367038	0.8926341	0.8114783	0.90491754	0.90100425	0.9170189	0.89518714	0.94966877	0.7508018	0.8065984	0.9311528	0.7766485	0.8491851	0.8828923	0.8699153	0.93212736	0.8514337	0.89925903	0.9699342	0.8733181	0.64931035	0.94344	0.90965486	0.72717595	0.93940485	0.90248275	0.9821781	0.9607607	0.8961391	0.9517848	0.92273825	0.9307531	0.8197951	0.8341841	0.86423016	0.9528227	0.96115327	0.7661072	0.8187767	0.0	0.8107385	0.97417676	0.874741	0.8604212	0.830853	0.905198	0.9480736	0.8640664	0.9425543	0.9170133	0.6364715	0.82829785	0.888392	0.90409636	0.9388687	0.9526301	0.73984325	0.8466604	0.81709075	0.8994355	0.90243745	0.8604852	0.70667326	0.9446669	0.93688655	0.92030674	0.93900156	0.87135434	0.6770954	0.8542454	0.7630204	0.93509775	0.86045134	0.933594	0.6418607	0.93572915	0.81186956	0.8351655	0.7714181	0.94549745	0.8619968	0.53752005	0.83395255	0.8192446	0.65602064	0.68503404	0.83698136	0.6958562	0.87011254	0.89608383	0.6116469	0.9346242	0.9442972	0.60269856	0.95924145	0.82398045	0.8681269	0.9611296	0.91248757	0.9217853	0.94397396	0.8475559	0.8209755	0.8084935	0.89782876	0.8536531	0.8670782	0.85180295	0.9445892	0.8585702	0.9323246	0.8568441	0.90652245	0.9389169	0.7360213	0.921207	0.8228663	0.50690126	0.72175545	0.67644393	0.8169941	0.85687095	0.54085714	0.6845164	0.8775249	0.8287038	0.92832476	0.84128743	0.9481849	0.75811285	0.8252521	0.88249576	0.91162	0.82848	0.9040257	0.7800849	0.8314065	0.8961443	0.7213644	0.85971904	0.78236973	0.8716184	0.837778	0.80999076	0.8491298	0.82286155	0.8963284	0.93879354	0.9015349	0.87389755	0.92754054	0.93850017	0.9071228	0.9215938	0.618448	0.92570937	0.9614901	0.7790326	0.8733345	0.8696009	0.8306215	0.79231286	0.9701927	0.8956812	0.94896597	0.89475536	0.88348895	0.9288409	0.90747297	0.8592559	0.8872491	0.90612715
moet/verb	0.75225174	0.7460277	0.66869205	0.69855475	0.88905597	0.9683761	0.7509136	0.67881095	0.7459921	0.79415905	0.52306795	0.862411	0.8241924	0.6268331	0.7772743	0.93905723	0.62857443	0.40883029	0.8849226	0.76886374	0.70815074	0.9549262	0.8293912	0.68357944	0.4618525	0.66791654	0.9379759	0.7944691	0.73173153	0.83265126	0.8719409	0.6046897	0.7769071	0.748732	0.57562315	0.7132846	0.85269284	0.8048996	0.7531924	0.78453046	0.67389154	0.60280806	0.819766	0.65402114	0.7255019	0.81374115	0.7609784	0.6984801	0.795853	0.8317288	0.80576754	0.7782553	0.8447765	0.68367624	0.6901258	0.8147388	0.78351045	0.887552	0.612504	0.5506897	0.7940303	0.7829906	0.84453785	0.85634065	0.6424781	0.8107385	0.0	0.817525	0.69678307	0.7646942	0.8774743	0.64694345	0.71928465	0.67735386	0.76447827	0.60236526	0.55769885	0.7014482	0.71654767	0.6167904	0.79920465	0.76591885	0.69339365	0.7318214	0.72715586	0.738859	0.7315317	0.45201218	0.7640266	0.5658238	0.55075157	0.7918414	0.49716467	0.77153814	0.8257302	0.7186253	0.6623355	0.8615803	0.7477857	0.61488104	0.60793537	0.89805675	0.7371019	0.79705906	0.85457563	0.853271	0.6408777	0.7282522	0.855991	0.94946384	0.6554658	0.7519836	0.81867445	0.7978196	0.8541377	0.7426402	0.7626153	0.877479	0.8278657	0.8179807	0.77598226	0.6314742	0.8035654	0.8037383	0.50127184	0.8077008	0.53176427	0.7456324	0.6978564	0.8223593	0.84854543	0.5713277	0.73712635	0.7399378	0.8347225	0.7784265	0.75451064	0.83717734	0.7800106	0.8816448	0.8261113	0.7622381	0.8812221	0.7407161	0.9403626	0.80021185	0.74025005	0.7598593	0.79903054	0.6419365	0.7555241	0.753369	0.6141176	0.7687948	0.6778394	0.55110013	0.81558275	0.8064349	0.6407963	0.6744764	0.8270899	0.8060813	0.65748525	0.804078	0.91350925	0.6194049	0.80071145	0.6214044	0.78335494	0.57424086	0.8947626	0.68610674	0.7671219	0.7766479	0.7323432	0.7793088	0.69557947	0.7644776	0.72298145	0.7596762	0.7440616	0.7052272	0.8614916	0.7459199	0.8100609	0.8136059	0.744266	0.7230943	0.7901034	0.77084374	0.9062738	0.63622755	0.8208654	0.93592644	0.64323723	0.7749015	0.5696734	0.8513587
geloof/noun	0.9622603	0.5829201	0.89146197	0.82906544	0.9224343	0.9947947	0.825786	0.40937418	0.92447174	0.9670499	0.9568002	0.98953515	0.97707415	0.8973299	0.96596605	0.9773908	0.96223176	0.70893323	0.9772937	0.6424514	0.76632816	0.9657395	0.66755253	0.94632375	0.9276729	0.9018856	0.9461757	0.95549846	0.9773711	0.97742164	0.92731506	0.8255615	0.98667055	0.41845834	0.79164064	0.8858715	0.68408024	0.94149905	0.87455904	0.99019754	0.93394	0.8126951	0.69442284	0.80059564	0.9718695	0.88459074	0.95556784	0.5632597	0.97861266	0.8675827	0.9836332	0.9233813	0.38561684	0.9498749	0.9601977	0.6083268	0.964852	0.73143613	0.83285946	0.81299067	0.83347076	0.9353308	0.9736381	0.69753295	0.952958	0.97417676	0.817525	0.0	0.9027948	0.9747604	0.7274513	0.9848489	0.8991729	0.86868834	0.7184231	0.98801786	0.8868823	0.8400214	0.84032005	0.7979808	0.58648854	0.8006253	0.8886442	0.9266501	0.9513563	0.91690236	0.9684976	0.8766477	0.83615065	0.95498914	0.91035295	0.907955	0.73221517	0.61544704	0.981241	0.91981494	0.85171	0.82602704	0.9876427	0.9637141	0.945723	0.90412694	0.9103039	0.9729314	0.9734868	0.8436988	0.92296416	0.9027734	0.9468464	0.8351895	0.89557093	0.95341617	0.6616601	0.9411123	0.39380926	0.94067794	0.76892895	0.95918214	0.67788434	0.97904813	0.8433285	0.94832605	0.9706496	0.9408641	0.8601938	0.86579233	0.9565616	0.9522043	0.7919646	0.9896649	0.96469045	0.94558203	0.6291183	0.9033924	0.3980019	0.9227897	0.7535429	0.72504544	0.9549779	0.96415824	0.96095777	0.9579213	0.85012543	0.8649715	0.9812255	0.9693914	0.83830076	0.8948493	0.98180795	0.9746215	0.76722187	0.8420338	0.9208075	0.82050896	0.9774339	0.82019025	0.92507184	0.94212407	0.96023625	0.9657797	0.9398518	0.95353013	0.89581156	0.68120503	0.9897115	0.9214167	0.97082865	0.875023	0.9677254	0.90524197	0.90295565	0.8583714	0.6512344	0.88147783	0.8713444	0.5081789	0.63117576	0.95436287	0.992048	0.9449867	0.8138896	0.68176585	0.94298714	0.95693934	0.506931	0.9924194	0.9602442	0.8539611	0.9667768	0.99095917	0.9887944	0.93707705	0.945802	0.89644635	0.82616735	0.5507728	0.8599945	0.84319246
licht/adj	0.5379975	0.9387152	0.79565907	0.562222	0.76975405	0.94529164	0.7272723	0.8733394	0.7116338	0.7954531	0.63885856	0.79465747	0.88270235	0.69989496	0.651415	0.88972855	0.4840265	0.7419834	0.8874561	0.77032584	0.70759284	0.91117233	0.8056821	0.87933826	0.83550215	0.61402375	0.94279695	0.882814	0.5181885	0.8001021	0.84211975	0.87802875	0.7345951	0.9208578	0.8053592	0.5149189	0.95520484	0.89847565	0.9156626	0.8857639	0.7130683	0.8011494	0.9380575	0.82702035	0.9189323	0.78255117	0.5698328	0.9433165	0.9013903	0.862914	0.84481794	0.72042346	0.92986584	0.9487737	0.89234823	0.9508471	0.8083729	0.9066713	0.7381387	0.7809144	0.6405231	0.76719487	0.7777257	0.8884623	0.75740683	0.874741	0.69678307	0.9027948	0.0	0.54333556	0.91221976	0.8179165	0.8261274	0.75385356	0.8592616	0.82872576	0.5277454	0.9024929	0.9568842	0.7971562	0.9845408	0.7170443	0.6297289	0.8652408	0.71293736	0.7918593	0.84057486	0.81993246	0.73178726	0.7632716	0.77433145	0.87235093	0.9537615	0.65306604	0.8903743	0.9306248	0.6523622	0.7952607	0.5671905	0.74401426	0.522334	0.81565547	0.51621884	0.8223666	0.79991615	0.70153487	0.88894117	0.58984077	0.7453896	0.9449726	0.7390723	0.68553936	0.94316006	0.8748418	0.92794126	0.7639437	0.8302865	0.7971574	0.88833076	0.820453	0.5793878	0.52034676	0.8090347	0.96036965	0.82778317	0.89227915	0.7774574	0.803351	0.70723397	0.73474	0.7993986	0.68203485	0.9680765	0.747947	0.8908952	0.63724667	0.76091754	0.96472883	0.74141484	0.8615682	0.651571	0.72202635	0.9639423	0.7745019	0.88475543	0.79679596	0.6827873	0.7494682	0.80368257	0.5228647	0.6663682	0.58149904	0.73462725	0.6398821	0.6498335	0.6336956	0.85405326	0.7434613	0.61561406	0.5920124	0.7191782	0.84061843	0.6975932	0.8049975	0.80542725	0.55825377	0.8518191	0.4909485	0.7716637	0.5466896	0.8042503	0.8211774	0.9170377	0.95314527	0.764009	0.9238016	0.8716497	0.78387934	0.496844	0.865839	0.8102361	0.88970894	0.8663045	0.51801544	0.8995063	0.8088113	0.64400494	0.72132856	0.7853157	0.497662	0.84661895	0.76500523	0.9740709	0.8018433	0.79782814	0.85088646	0.6528334	0.94566745
schouder_blessure/noun	0.24832302	0.9319395	0.90120924	0.6095437	0.96636474	0.97439617	0.7514363	0.9527837	0.89867437	0.7655103	0.65874976	0.79871976	0.9353687	0.76038533	0.58879375	0.9223058	0.69025886	0.7571274	0.9404299	0.91983	0.9299879	0.9495091	0.97154516	0.87382376	0.8008671	0.7170115	0.9498435	0.88987905	0.23746645	0.90787864	0.91032416	0.946029	0.89165306	0.9629414	0.9242124	0.79436064	0.89627993	0.89114445	0.82869256	0.9350256	0.72937787	0.93978786	0.9152358	0.9340232	0.7757746	0.8542954	0.61825097	0.9748532	0.7474552	0.9371752	0.95605433	0.83459973	0.93328327	0.9585983	0.81071365	0.9591048	0.8303672	0.85418874	0.8856867	0.78436357	0.7679661	0.9141681	0.7675672	0.9474632	0.8069438	0.8604212	0.7646942	0.9747604	0.54333556	0.0	0.9825175	0.9325683	0.98224163	0.85763705	0.89262646	0.87450933	0.685108	0.8744969	0.91259867	0.8941003	0.94585454	0.7893515	0.6290699	0.791054	0.86001354	0.9362103	0.79643023	0.85301256	0.9154061	0.8349272	0.88946563	0.9468056	0.9252244	0.95521086	0.85044336	0.8442707	0.7294847	0.8661548	0.568557	0.8388618	0.7356079	0.9214531	0.7596156	0.89541084	0.7108982	0.8903772	0.9108747	0.6393471	0.4754032	0.9728247	0.73314834	0.7150471	0.93354106	0.81391823	0.9713816	0.92498946	0.8232858	0.9614572	0.9336067	0.8083453	0.51325727	0.6995771	0.77764523	0.9579274	0.87400794	0.9093824	0.8628366	0.9285325	0.86527705	0.5588619	0.91708064	0.69805014	0.9704081	0.8169959	0.96952	0.79609317	0.8940309	0.9381291	0.80024433	0.9250937	0.36558902	0.71590513	0.93330264	0.75450337	0.7850543	0.67911184	0.8859419	0.75956976	0.809952	0.55275095	0.90068215	0.59209573	0.867963	0.774884	0.7912044	0.7639115	0.87463224	0.9124419	0.64504004	0.5845708	0.7928006	0.7205955	0.79604495	0.9439097	0.7578083	0.64703256	0.82425725	0.61466265	0.87833595	0.59469235	0.9327204	0.93559605	0.93138	0.9508717	0.8878896	0.94816554	0.8880349	0.9701478	0.42241704	0.93582857	0.9002066	0.86073536	0.81622314	0.34742355	0.9146495	0.9627232	0.80500895	0.817201	0.9113157	0.5401976	0.93986434	0.90822	0.80904317	0.93813664	0.89719075	0.8966557	0.7451595	0.9225135
reputatie/noun	0.9351224	0.58696854	0.92082363	0.95717657	0.97096395	0.850488	0.82192403	0.8163033	0.88937896	0.8069567	0.95702875	0.9339597	0.9882383	0.87670666	0.9811001	0.89297783	0.91393614	0.7390797	0.999656	0.8573487	0.61280704	0.9654949	0.9015486	0.8709628	0.8504286	0.88048804	0.8991734	0.869465	0.98490334	0.7691545	0.8584517	0.89890844	0.9375973	0.6363677	0.7057383	0.8547893	0.8977505	0.95243067	0.91921365	0.9863134	0.8637724	0.8392365	0.84100103	0.7815556	0.9860515	0.7064649	0.88740593	0.7205702	0.9911738	0.8038033	0.8521067	0.79573506	0.7482333	0.9418827	0.92032206	0.7170632	0.81220776	0.9092511	0.842855	0.8405871	0.9147242	0.94929063	0.97020596	0.5638299	0.9681577	0.830853	0.8774743	0.7274513	0.91221976	0.9825175	0.0	0.743932	0.94843465	0.779451	0.75155354	0.92096084	0.86424017	0.8026475	0.8980988	0.76739097	0.732484	0.8914211	0.84009105	0.96187115	0.9315443	0.86175096	0.96691614	0.7788319	0.69171005	0.92313266	0.82159925	0.86784816	0.85490644	0.77363765	0.8565315	0.8888333	0.90830266	0.7383645	0.911864	0.9121207	0.9241625	0.93630326	0.9446113	0.9398822	0.97451526	0.71764684	0.84740794	0.8502341	0.92655873	0.4736187	0.85882634	0.83720636	0.78726685	0.9296242	0.79504466	0.8166066	0.82762164	0.92573667	0.778005	0.87145215	0.9547705	0.9075431	0.9503614	0.9211557	0.8523053	0.9027808	0.89338475	0.92937636	0.75988996	0.93934935	0.9176672	0.85298085	0.85583663	0.7936329	0.76629126	0.86488146	0.8031981	0.75445086	0.9527923	0.93257105	0.9664888	0.92762285	0.66532284	0.8089101	0.8949781	0.9510252	0.8424646	0.8860995	0.8185866	0.9298407	0.80097574	0.9181424	0.91620815	0.8908984	0.97070885	0.7427074	0.894994	0.92022604	0.97688365	0.9681321	0.8212422	0.8325743	0.8349478	0.7184454	0.8396968	0.8944421	0.8296993	0.8371407	0.8422847	0.9275146	0.7746784	0.83868456	0.7025802	0.94008076	0.8880145	0.45374	0.8533145	0.93799907	0.9889447	0.8661783	0.7663778	0.89890546	0.93189836	0.94002604	0.60170174	0.94828486	0.91140133	0.9076371	0.9583117	0.9425839	0.93453395	0.83558965	0.92731357	0.97814083	0.84873444	0.6129296	0.89654976	0.7989652
situatie/noun	0.9388099	0.8560552	0.85470605	0.8930937	0.90293	0.89926136	0.64715815	0.75417805	0.81248134	0.8928261	0.8539243	0.89927435	0.9432343	0.9095384	0.8511976	0.7916884	0.83031404	0.68928045	0.96125525	0.83267516	0.7360531	0.97523755	0.91404206	0.91967833	0.6676192	0.76495564	0.9395859	0.71728325	0.9212094	0.4794165	0.8069544	0.64539444	0.8210777	0.7754876	0.78462803	0.66036963	0.86238086	0.9047167	0.8097232	0.84696126	0.7546311	0.5433027	0.7299415	0.60906994	0.9477119	0.82641846	0.9595005	0.7973418	0.7632868	0.83078563	0.7366022	0.8461439	0.939995	0.79800665	0.7008765	0.836213	0.6901635	0.83434534	0.7008355	0.8590462	0.8229561	0.78655183	0.92204005	0.87015325	0.8640838	0.905198	0.64694345	0.9848489	0.8179165	0.9325683	0.743932	0.0	0.6836656	0.42942643	0.8407341	0.79380316	0.85875356	0.76930374	0.8052701	0.6490614	0.903323	0.9371249	0.70449585	0.83103335	0.78523105	0.7023847	0.76354516	0.61282	0.89329004	0.7309094	0.6412753	0.846478	0.7125752	0.6622187	0.90665853	0.7118581	0.8318933	0.89528567	0.8596457	0.75923675	0.92681056	0.93444103	0.8813978	0.8254062	0.9471859	0.6585274	0.65193856	0.8865335	0.84530306	0.92809856	0.68828535	0.6639987	0.8783085	0.90437466	0.984326	0.77867645	0.815911	0.77587	0.89494044	0.9477525	0.9132402	0.86402494	0.8275473	0.8389932	0.662668	0.770094	0.6895485	0.8967928	0.7497572	0.9035091	0.8793819	0.7682073	0.8874667	0.88645935	0.9010622	0.78582835	0.71079755	0.90522045	0.90222764	0.9495237	0.9110249	0.8109864	0.977341	0.84747875	0.93275976	0.8792083	0.68341494	0.82540506	0.8954816	0.9656384	0.7121111	0.91419446	0.8162748	0.7974594	0.89691794	0.768648	0.8766865	0.85802555	0.82723486	0.8954798	0.7024337	0.9041225	0.64859277	0.827629	0.82636786	0.8188587	0.93568027	0.86691886	0.79421884	0.83216107	0.81790996	0.7562165	0.8315414	0.91002935	0.76302886	0.8883115	0.8562617	0.8441561	0.91261894	0.64963686	0.74190503	0.83963084	0.81159663	0.8844395	0.92282486	0.91758424	0.8931851	0.7640996	0.82768863	0.96151495	0.9398081	0.57162744	0.904948	0.96387345	0.79147	0.80125046	0.86284155	0.8302507
