	beleef/verb	opdracht/noun	verhouding/noun	rook/noun	speler/noun	wieler_sport/noun	vorm/verb	selecteer/verb	soms/adv	ben/verb	spier_pijn/noun	Hilversums/adj	behoorlijk/adj	heb/verb	dring_binnen/verb	buurt/noun	oppervlak/noun	discipline/noun	provincie_raad_lid/noun	stress/noun	vind/verb	list/noun	golfplaat/noun	smerig/adj	sterk/verb	zwem/verb	gewoon/adj	angst/noun	overigens/adv	pijn/noun	zo/adv	vooral/adv	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	minder/adj	voeg_toe/verb	werkelijk/adv	hitte/noun	meer/adv	hier/adv	systeem/noun	sla/verb	zeg/verb	ga_door/verb	vuiligheid/noun	lucht/noun	laag/adj	duur/adv	jeugd/noun	snel/adj	stank/noun	fiets/noun	stel_uit/verb	alleen/adv	blijkbaar/adj	sociaal/adj	haast/adv	student/noun	verdriet/noun	moet/verb	zeer/adv	jarenlang/adj	buiten/adv	mentaal/adj	week/adj	maar/adv	draai/verb	simpelweg/adv	thuis/adv	kan/verb	eerst/adv	fiets/verb	verlokking/noun	er/adv	vooruitzicht/noun	eigenlijk/adj	wellicht/adv	bezoeker/noun	huid/noun	niet/adv	vervolg/noun	dan/adv	eenmaal/noun	luid/verb	gevormd/adj	verspreid/verb	nog/adv	werk/noun	moreel/adj	waterput/noun	rest/verb	zaak/noun	meestal/adv	wenk/verb	duik_op/verb	slijp/verb	reuk/noun	daar/adv	werk_omstandigheid/noun	overlast/noun	geur/noun	wijs_uit/verb	even/adj	verschrikkelijk/adj	2001/noun	in_activiteit/noun	minstens/adv	teen/noun	kern/noun	schaar/verb	kaas/noun	operatie/noun	inmiddels/adv	beetje/noun	evengoed/adv	weer/noun	betref/verb	makkelijk/adj	verleden/noun	bijna/adv	vrolijk/adj	wel/adv	vaak/adj	zeeman/noun	professioneel/adj	karakter/noun	droog/verb	toch/adv	train/verb	Koreaan/noun	gips/noun	geheel/noun	strijd/noun	rijp/verb	omtrek/noun	katalysator/noun	helemaal/adv	pupil/noun	net/adv	blijk/verb	maand/noun	extern/adj	weer/adv	moeilijk/adj	extreem/adj	beslotenheid/noun	louter/adj	alleen/adj	intussen/adv	anders/adj	monotoon/adj	sprong/noun	echt/adv	verander/verb	fit/adj	voldoende/adj	verkeer/noun	water/noun	amper/adv	daglicht/noun	kind/noun	afloop/noun	leven/noun	langer/adv	bloem/noun	ziel/noun	stilte/noun	week/noun	leeftijd/noun	sloop/adj	concurrentie/noun	toerist/noun	huid_ziekte/noun	val/verb	coach/noun
jarenlang/adj	0.84211046	0.93092453	0.876167	0.86639977	0.8618136	0.8381489	0.80652887	0.9092046	0.7547368	0.91003823	0.88081706	0.9616083	0.6592815	0.73920536	0.8401841	0.8092361	0.7929203	0.77775216	0.9419854	0.75107694	0.96272063	0.9221082	0.97376364	0.7828058	0.8341304	0.83025444	0.832269	0.72347337	0.76922554	0.7818815	0.88071245	0.7675843	0.71667683	0.54725957	0.9069381	0.78013724	0.96948516	0.98565346	0.87677115	0.9287316	0.8368367	0.8118289	0.93660176	0.97041297	0.8816165	0.882967	0.901381	0.8609803	0.8929138	0.736396	0.90445805	0.85267836	0.8299218	0.84457535	0.87397796	0.85177433	0.73604107	0.73612213	0.81915027	0.8438492	0.8343514	0.7375329	0.0	0.8974143	0.78625447	0.91923255	0.8723354	0.85730433	0.71373606	0.8464968	0.848011	0.83421755	0.85952055	0.83605397	0.8496952	0.9189203	0.8307568	0.7645439	0.9053238	0.8606391	0.9555096	0.82821846	0.88396335	0.84593886	0.914154	0.9001541	0.8752733	0.9013242	0.8759106	0.842093	0.9771964	0.8904989	0.868875	0.7918266	0.90933913	0.8514877	0.73408705	0.96572953	0.8742307	0.7835759	0.82327807	0.83778566	0.69502103	0.84673995	0.6804758	0.94099444	0.9397111	0.7663486	0.90141314	0.78639126	0.7342645	0.91210705	0.7850394	0.7036326	0.76464236	0.8686149	0.8734001	0.8706919	0.85160834	0.60131454	0.6766237	0.8228206	0.84524655	0.75697464	0.8844375	0.8566415	0.6976925	0.8632467	0.8957539	0.73210084	0.9401465	0.807076	0.78266925	0.78079116	0.891051	0.8044437	0.9132861	0.82775825	0.8195893	0.81085503	0.94925886	0.6560178	0.90644926	0.7913872	0.82175297	0.7594273	0.9593683	0.8256342	0.8764729	0.8492657	0.87840515	0.8310018	0.9375951	0.94624984	0.837583	0.80192894	0.84647024	0.8369796	0.8581184	0.73327947	0.84477353	0.8042203	0.76948774	0.85853016	0.90649694	0.8893401	0.81408453	0.7810472	0.67499065	0.900494	0.74918485	0.8609214	0.8746108	0.86592627	0.8666647	0.9236407
buiten/adv	0.849099	0.9294988	0.9956939	0.54407907	0.9129955	0.93009657	0.8695653	0.93638295	0.72152674	0.79148775	0.8844006	0.8595415	0.78029007	0.90391815	0.6076711	0.66488445	0.7485038	0.9349485	0.9879627	0.798383	0.8940178	0.9167342	0.5652369	0.6492765	0.94638795	0.68382293	0.6387692	0.8476252	0.8975183	0.8764171	0.8333876	0.8052877	0.6853509	0.8222734	0.9301679	0.7305146	0.8451366	0.8741535	0.46490818	0.78234625	0.6548054	0.8799836	0.64816535	0.8919201	0.7539012	0.6408633	0.3318931	0.926199	0.8879989	0.89092934	0.5637244	0.52485204	0.6029525	0.82344395	0.7787733	0.7477062	0.96306103	0.71084857	0.8378108	0.833489	0.76898724	0.8789584	0.8974143	0.0	0.9155067	0.7971685	0.7504089	0.6421788	0.8870654	0.5954894	0.6807277	0.5973711	0.6034313	0.84134215	0.6703652	0.82750493	0.8662467	0.76341164	0.72505236	0.7080455	0.79893607	0.88587314	0.5897122	0.69133216	0.83972204	0.6357331	0.65298396	0.8033509	0.820792	0.9813008	0.79862225	0.67339796	0.8338655	0.709456	0.83662146	0.6663845	0.85683566	0.73318726	0.6311543	0.88207716	0.7669666	0.61987185	0.922807	0.6485662	0.68179643	0.90293586	0.91887575	0.7644399	0.70216054	0.9707767	0.8749155	0.754155	0.89033794	0.8883021	0.7366043	0.86949843	0.4899463	0.8994246	0.7572156	0.88799024	0.821627	0.733477	0.8382892	0.8152821	0.82330114	0.87745684	0.82714504	0.56207234	0.7299824	0.7493316	0.89436215	0.7700685	0.8163568	0.8573931	0.70227873	0.87896997	0.8484483	0.7983035	0.86880344	0.83784187	0.7756205	0.90157545	0.9303227	0.69754064	0.8916643	0.68456113	0.9178894	0.93882644	0.8295014	0.6420506	0.7344272	0.8703188	0.8475446	0.77134377	0.8028625	0.818754	0.8047512	0.684232	0.4599858	0.7817368	0.85732996	0.81251264	0.819497	0.83141786	0.85908955	0.61080265	0.8416432	0.73518896	0.83376575	0.8762208	0.8362331	0.91069037	0.6975305	0.977657	0.7342036	0.8998818
mentaal/adj	0.7841908	0.6879239	0.78055394	0.9251284	0.53412527	0.62408054	0.76605415	0.6084707	0.62896883	0.6008915	0.8150079	0.8794322	0.56066215	0.6806351	0.890033	0.9352484	0.798558	0.4990301	0.97504526	0.61186826	0.79590076	0.93911207	0.9613376	0.9127572	0.7906426	0.8117181	0.8850773	0.6855313	0.8462683	0.7152191	0.83727425	0.56229436	0.78012663	0.80525565	0.9299141	0.6798936	0.9361841	0.9340081	0.7508996	0.86986935	0.81189895	0.8278404	0.8159559	0.8912399	0.9489782	0.93873644	0.88015974	0.8525021	0.6433396	0.6306408	0.8023842	0.87119263	0.86427015	0.8864793	0.70322096	0.61602116	0.76799047	0.6637102	0.83472943	0.6739818	0.73845446	0.61832625	0.78625447	0.9155067	0.0	0.9611283	0.7799623	0.7747493	0.82191706	0.7960574	0.78473145	0.7830516	0.7434428	0.93089426	0.83550715	0.790955	0.8738036	0.69599414	0.9327822	0.7675232	0.8333498	0.89222383	0.79160756	0.7698169	0.9436428	0.8349358	0.88019437	0.7760675	0.6764593	0.47750086	0.9262852	0.7996973	0.88573146	0.7112893	0.94403243	0.8433953	0.76057667	0.96324486	0.8442607	0.61507595	0.92108613	0.945858	0.8519446	0.81867456	0.71650374	0.97295195	0.80074716	0.7769264	0.8620342	0.7152512	0.83616143	0.86153644	0.79137534	0.7634622	0.7675829	0.6716213	0.7994369	0.75149107	0.8217547	0.8503832	0.74986327	0.7345374	0.78623533	0.6362165	0.9571766	0.68091375	0.541571	0.8713651	0.72701055	0.60095716	0.6863686	0.92096335	0.7744133	0.567683	0.8260768	0.90902454	0.8166434	0.77609384	0.64231575	0.79049206	0.6913298	0.8328742	0.7933532	0.76071155	0.72789216	0.7323016	0.9582705	0.7981931	0.7815033	0.80461365	0.83785236	0.7348144	0.6042641	0.9265888	0.878392	0.57377964	0.6347492	0.87668145	0.89178205	0.81191975	0.9601525	0.71067107	0.6676341	0.7593579	0.79352206	0.9235691	0.73905843	0.82006925	0.7906801	0.50981975	0.50854117	0.6854023	0.8774474	0.67150354	0.89820874	0.60090137
week/adj	0.9116897	0.92506313	0.8475875	0.9146279	0.8817187	0.8863132	0.74434584	0.9279826	0.80302304	0.8962893	0.8150687	0.88893855	0.8502748	0.8360552	0.7970394	0.8725735	0.64190197	0.8998414	0.9491312	0.91447365	0.94621056	0.8285223	0.8722883	0.7651255	0.82512826	0.85653067	0.855407	0.81121415	0.8620535	0.76319385	0.7640688	0.88510936	0.66417956	0.8156677	0.95648336	0.8960311	0.787844	0.9214373	0.7789596	0.85854614	0.8531074	0.92484206	0.9065933	0.9309008	0.9198408	0.9696486	0.75838417	0.8802865	0.72005653	0.9545467	0.75560653	0.8974576	0.9505718	0.8856548	0.80675787	0.86487275	0.94066125	0.6856044	0.88142455	0.9119591	0.69715744	0.83511734	0.91923255	0.7971685	0.9611283	0.0	0.8336128	0.85490423	0.9634002	0.8742735	0.81092143	0.7135949	0.8555518	0.97612035	0.8095449	0.719038	0.87364346	0.76807636	0.856143	0.4544031	0.8972229	0.79775286	0.8235411	0.7429928	0.94009066	0.6503968	0.79097193	0.74108195	0.8958852	0.90543365	0.92859733	0.8482305	0.90504074	0.8575477	0.8322871	0.82238764	0.7707073	0.81856936	0.80291116	0.929136	0.93515587	0.7909369	0.9063095	0.75242287	0.8997469	0.84708476	0.7257184	0.7080441	0.4094479	0.8445083	0.80783725	0.8218301	0.78730154	0.8213392	0.79474986	0.8629991	0.8010728	0.9294621	0.85027516	0.8861662	0.77735734	0.8003974	0.84566545	0.8059393	0.89954495	0.84779364	0.7934634	0.51436746	0.8155724	0.76904756	0.8763757	0.49768537	0.7323562	0.90838325	0.73136914	0.75113654	0.8896108	0.8109914	0.89797217	0.6780946	0.8079165	0.7691666	0.92753005	0.7833285	0.9091461	0.7455074	0.87067556	0.79214776	0.8628008	0.76714283	0.8291714	0.7832309	0.9310524	0.9268713	0.7959835	0.87245417	0.68363786	0.90601844	0.6603364	0.748663	0.7069818	0.96014416	0.88460606	0.919423	0.93046653	0.6654476	0.65082264	0.89419174	0.6620959	0.96391183	0.87522167	0.92177236	0.9499695	0.86077946	0.8641171	0.8785852
maar/adv	0.78841347	0.8144267	0.9371571	0.92914	0.8765414	0.8243923	0.93642324	0.8796159	0.6862215	0.6312758	0.8249432	0.917574	0.7510536	0.6946943	0.93219304	0.85443544	0.91945356	0.86761564	0.96358985	0.81602037	0.70756197	0.9500801	0.81440955	0.8487154	0.7493067	0.7786782	0.5952766	0.8467435	0.6716813	0.81015724	0.75237644	0.8168306	0.8150128	0.7191228	0.90828216	0.7727425	0.86065817	0.8218447	0.85585797	0.77604854	0.62012327	0.8709393	0.8829779	0.86605763	0.6127642	0.813856	0.8408122	0.8864618	0.6594705	0.8433225	0.7885889	0.8239844	0.7919308	0.8292887	0.6059738	0.7112458	0.9500233	0.8084439	0.8612876	0.7124297	0.58148295	0.8363421	0.8723354	0.7504089	0.7799623	0.8336128	0.0	0.6380817	0.7844503	0.49138027	0.5196342	0.6662452	0.6985199	0.91479087	0.5711561	0.80657387	0.56264734	0.7519595	0.8283113	0.89274806	0.63585556	0.9296643	0.44819617	0.7983467	0.8699932	0.8982761	0.9063782	0.42429543	0.7173511	0.8139559	0.8750764	0.5806427	0.8005005	0.6934177	0.8491001	0.71234596	0.86325586	0.93329936	0.67082745	0.84497803	0.8623816	0.8638124	0.89055705	0.59753966	0.75183564	0.9220955	0.91125196	0.6854522	0.8596618	0.95033175	0.7861083	0.83310163	0.8596401	0.92216605	0.5804221	0.7070745	0.75597835	0.7662098	0.7130829	0.8116158	0.84944826	0.71501166	0.49436712	0.7432896	0.81860024	0.8501889	0.8092314	0.84654903	0.546636	0.70001936	0.8909049	0.9025595	0.82476234	0.8306039	0.7510155	0.9589668	0.892112	0.72676444	0.94314957	0.76292074	0.7569004	0.8674642	0.87988245	0.7030585	0.7842271	0.8334618	0.75577724	0.8551831	0.7007464	0.7799485	0.601402	0.72476304	0.8913233	0.70167726	0.77036303	0.78764045	0.7226182	0.8367603	0.84468067	0.7754743	0.8430548	0.7765838	0.7588384	0.7788415	0.7504923	0.8867199	0.8181309	0.7435727	0.84049606	0.9030653	0.7869953	0.83072513	0.77874947	0.9178772	0.7891465	0.91289073
draai/verb	0.7710533	0.92582005	0.81981564	0.8340899	0.91673607	0.80099857	0.8084426	0.88405865	0.63781214	0.6058086	0.78338677	0.8030476	0.6760107	0.7291498	0.6614574	0.77066004	0.7499531	0.7967335	0.9056057	0.77680933	0.7994915	0.7488225	0.8021512	0.7962511	0.91640717	0.826742	0.66354793	0.9106587	0.7155895	0.82601583	0.78182787	0.80362195	0.83553386	0.8491989	0.9354732	0.6864957	0.8785757	0.8438091	0.7871007	0.8188697	0.6426554	0.7023595	0.8048388	0.9155658	0.7366276	0.8010882	0.6585407	0.64411634	0.6684731	0.8931224	0.6960677	0.801342	0.7866865	0.74777806	0.75518954	0.6743058	0.7093863	0.67859876	0.8057082	0.81622756	0.69043267	0.71006554	0.85730433	0.6421788	0.7747493	0.85490423	0.6380817	0.0	0.8341451	0.5669787	0.7011644	0.67755234	0.7131618	0.7906549	0.7011966	0.82778907	0.69279945	0.84364057	0.82345355	0.82180727	0.71928585	0.8584962	0.6181318	0.68885326	0.80057967	0.6989932	0.763719	0.7448046	0.70469725	0.84928787	0.90327376	0.77116483	0.78953177	0.6709809	0.8593822	0.6483281	0.7013291	0.86590326	0.6454177	0.8133024	0.7574356	0.8698935	0.8708651	0.69700253	0.8354228	0.83936083	0.8779204	0.7711437	0.82074046	0.928517	0.75102115	0.8167818	0.89264	0.74182546	0.6867989	0.7199644	0.6161139	0.65974176	0.70709276	0.84980416	0.6916056	0.6521393	0.7233592	0.7346971	0.89476645	0.7842866	0.760462	0.73109144	0.6653495	0.6735899	0.87869716	0.8474922	0.7179452	0.80708945	0.7711136	0.8426479	0.8560015	0.7464789	0.83786666	0.8316296	0.68277085	0.9115786	0.8163574	0.66371995	0.79198104	0.74095976	0.7982326	0.7355085	0.6441805	0.76640964	0.67056775	0.70503145	0.8358398	0.7622165	0.65907645	0.82390934	0.8366476	0.7723207	0.728125	0.85847986	0.7073645	0.78865325	0.8185063	0.6749526	0.7425705	0.79692155	0.8422835	0.7486592	0.8831678	0.8634842	0.8069216	0.6898968	0.7489022	0.9418489	0.77117664	0.8769151
simpelweg/adv	0.79102886	0.81948256	0.8107548	0.7641277	0.89748573	0.7859491	0.86536705	0.8466867	0.8073656	0.74774694	0.8971774	0.7942516	0.76815736	0.84511435	0.91327363	0.8345429	0.9484762	0.7424171	0.9637816	0.8642016	0.8192186	0.96002924	0.93163896	0.587101	0.81424373	0.6667582	0.70975226	0.7528508	0.85858065	0.86742043	0.6926466	0.75589097	0.87674165	0.70073056	0.9091305	0.81949973	0.9032664	0.6686007	0.8945428	0.7958118	0.76746446	0.67683065	0.8548237	0.8723085	0.81923354	0.81352484	0.8047067	0.9270646	0.83007675	0.82301605	0.8510541	0.8169312	0.8516443	0.8648764	0.7182301	0.7334516	0.81391364	0.7310317	0.85120094	0.8297558	0.7465967	0.75378734	0.71373606	0.8870654	0.82191706	0.9634002	0.7844503	0.8341451	0.0	0.8545776	0.75738907	0.8881386	0.8232305	0.8634798	0.7322637	0.8989673	0.6452429	0.7677793	0.9027333	0.93088883	0.7856083	0.64291155	0.7339325	0.82098985	0.89813423	0.8948101	0.71122897	0.76987517	0.8480649	0.81450725	0.8914051	0.77713394	0.70639724	0.75773525	0.88001895	0.80924237	0.9137582	0.906127	0.8160359	0.7266453	0.8589203	0.7082845	0.6462525	0.7957803	0.8535039	0.94300866	0.9335035	0.90532625	0.93390447	0.9106449	0.8953967	0.9713058	0.87914443	0.69440114	0.7804934	0.85311234	0.8524897	0.82001936	0.80506384	0.5864079	0.86077255	0.8312055	0.76645124	0.77408946	0.7515403	0.79341435	0.69625294	0.91069305	0.77876025	0.7930441	0.9117983	0.9527555	0.90032506	0.874624	0.8432716	0.9274466	0.9026737	0.638418	0.74273634	0.8064463	0.86482424	0.92776066	0.86126447	0.8219807	0.7523017	0.849519	0.91790426	0.7854899	0.6887789	0.78984237	0.7769009	0.8326796	0.71298915	0.66036516	0.74127406	0.8476491	0.80967116	0.82604295	0.824885	0.8145706	0.87455153	0.8537441	0.8014947	0.7804106	0.7288989	0.8840991	0.8651691	0.8975868	0.90952253	0.9340811	0.8031235	0.8393785	0.8231127	0.9054866	0.8732889	0.7676
thuis/adv	0.75222313	0.8413279	0.9515008	0.9557667	0.89399326	0.8764181	0.9618414	0.81271243	0.68604827	0.6330701	0.8262845	0.92835724	0.7798882	0.6468866	0.8556762	0.882948	0.89488745	0.918121	0.7360451	0.6817777	0.7281734	0.95230925	0.8755872	0.8575071	0.8134793	0.7606364	0.6002296	0.81244266	0.7885028	0.82968	0.7814731	0.7963765	0.7351204	0.7929053	0.86236465	0.69896126	0.9524435	0.8591832	0.89621294	0.8287586	0.5977496	0.7952055	0.83396405	0.7969802	0.685812	0.8959832	0.831067	0.8533726	0.8579591	0.8380543	0.77608514	0.85848415	0.5455531	0.7626766	0.76422626	0.7547889	0.9155352	0.8190495	0.7447616	0.76699	0.66598976	0.8660226	0.8464968	0.5954894	0.7960574	0.8742735	0.49138027	0.5669787	0.8545776	0.0	0.5264592	0.7433922	0.63899434	0.8549059	0.67747706	0.76391375	0.7013501	0.7788402	0.8074971	0.87950164	0.7529957	0.93735635	0.45175773	0.6499418	0.90555173	0.77695584	0.91642445	0.6703894	0.650224	0.90870196	0.9535598	0.75182426	0.81994444	0.6327319	0.90254205	0.547243	0.7625676	0.9703467	0.59313285	0.7648265	0.9471563	0.9264266	0.8810561	0.66665083	0.82568794	0.8797276	0.79201263	0.6118696	0.8514005	0.9381843	0.6785666	0.83389133	0.92309374	0.8298022	0.7066115	0.7844896	0.75054175	0.7611198	0.6861001	0.7781392	0.8368586	0.75368255	0.65272343	0.6936328	0.7748233	0.8392089	0.8763266	0.8131076	0.66327524	0.59017944	0.8300257	0.8338573	0.90702	0.90031064	0.7401085	0.93498784	0.93448853	0.7456856	0.9125744	0.81606805	0.69858134	0.84049594	0.8644303	0.6926447	0.7222542	0.8358208	0.83041614	0.8050883	0.765204	0.75783193	0.66983974	0.7349835	0.9142909	0.7592462	0.7966097	0.7346843	0.7828007	0.79035604	0.8551705	0.7970383	0.83087784	0.6319652	0.8984664	0.7304969	0.83381087	0.90557456	0.8888133	0.7751782	0.7608191	0.71616757	0.78101057	0.91830957	0.7662542	0.91118187	0.7667516	0.93050355
kan/verb	0.75468147	0.7499567	0.8493615	0.8846615	0.7822256	0.80131674	0.8528049	0.8566882	0.61182547	0.47636908	0.73422575	0.8872895	0.73987365	0.6542847	0.86844784	0.89346284	0.82638305	0.78775495	0.9522593	0.73287123	0.60484207	0.87871003	0.91493255	0.8239436	0.7771338	0.6568686	0.53181994	0.74905944	0.6567323	0.7512176	0.5559192	0.8198426	0.7102604	0.6958827	0.8771718	0.6764985	0.8951088	0.6925237	0.8119529	0.43841946	0.45677906	0.73577523	0.8514917	0.76461416	0.6102689	0.8719388	0.8026446	0.8875168	0.70841014	0.7910161	0.60811913	0.71674085	0.6366129	0.8043432	0.6929517	0.58609545	0.8797457	0.7407027	0.76409507	0.7888983	0.5765327	0.7921778	0.848011	0.6807277	0.78473145	0.81092143	0.5196342	0.7011644	0.75738907	0.5264592	0.0	0.70131546	0.58299553	0.74576646	0.5727428	0.87658715	0.58206785	0.70388734	0.80087477	0.81322396	0.34529233	0.9395614	0.47677308	0.77121705	0.8455798	0.8469238	0.8983729	0.6055861	0.716307	0.8617397	0.87097573	0.7060033	0.7883904	0.6429409	0.7867389	0.7462051	0.83821446	0.8717884	0.5471338	0.7364447	0.8714658	0.85589635	0.86764884	0.56859154	0.7378738	0.9506759	0.8478112	0.7061336	0.82647306	0.87574834	0.83785963	0.78334165	0.87123793	0.8533987	0.6313222	0.8472644	0.7110717	0.70444465	0.5667788	0.87650335	0.8383807	0.6764515	0.6151681	0.6404787	0.82950175	0.79439545	0.7789656	0.74922705	0.4256798	0.6229557	0.84389484	0.8731502	0.832908	0.8924979	0.8377964	0.92438805	0.80451	0.6197713	0.8804671	0.7753549	0.702891	0.8463561	0.8639095	0.6689265	0.65122926	0.80446124	0.84178495	0.7276572	0.61956537	0.7168888	0.41035885	0.6353669	0.82052606	0.50836235	0.6366814	0.7440053	0.68213975	0.68719494	0.80711544	0.7896821	0.81926715	0.7288338	0.8234296	0.66196513	0.691632	0.9093497	0.88238853	0.76532453	0.8205823	0.8550573	0.7401112	0.75238556	0.69796455	0.94643146	0.64219916	0.87401885
eerst/adv	0.9107904	0.90378577	0.8504446	0.85304844	0.77644295	0.93311083	0.8106135	0.8424734	0.8048808	0.78958845	0.9178492	0.9139326	0.7996129	0.8650775	0.8128997	0.7856938	0.83708334	0.8682643	0.8966838	0.89631194	0.8771611	0.8531318	0.78194654	0.871536	0.8996188	0.7663053	0.66719663	0.9341771	0.840534	0.8645824	0.8320997	0.86986196	0.7433951	0.71520096	0.94183373	0.81435984	0.80212355	0.9414498	0.70675874	0.91474605	0.69262445	0.86326957	0.7840656	0.901563	0.7803635	0.89436084	0.65495396	0.88846534	0.87124157	0.7723548	0.54899466	0.7973257	0.7972215	0.7338364	0.74540424	0.7835601	0.89981717	0.7915566	0.8458709	0.81917816	0.5150173	0.88809353	0.83421755	0.5973711	0.7830516	0.7135949	0.6662452	0.67755234	0.8881386	0.7433922	0.70131546	0.0	0.7660053	0.9376372	0.7175151	0.90601367	0.78430885	0.78137314	0.8490067	0.7200501	0.87325937	0.9076775	0.58782244	0.6617291	0.8398814	0.7174372	0.8524895	0.58354014	0.8146843	0.9554476	0.8565486	0.71821225	0.84119034	0.7431086	0.8487654	0.7958666	0.67989457	0.8938091	0.6369641	0.8851435	0.84942174	0.8412832	0.729052	0.6074347	0.8676949	0.8543253	0.90305376	0.5694019	0.678905	0.8860034	0.85715735	0.62470937	0.84133625	0.8807838	0.79786026	0.84109354	0.66946596	0.8549304	0.755152	0.8084759	0.8211372	0.71770585	0.67759883	0.761266	0.91156507	0.8181935	0.8397475	0.5700234	0.66590273	0.7939639	0.91972244	0.77388746	0.8405483	0.8945231	0.7258568	0.8533614	0.9216532	0.84597194	0.93451697	0.7650863	0.85467494	0.78781235	0.84492457	0.6469514	0.8754163	0.878691	0.89524406	0.8351367	0.79591274	0.62072515	0.75273836	0.8778875	0.776001	0.9217732	0.8440697	0.88211805	0.6133656	0.8344767	0.6036397	0.7915477	0.8200115	0.77011395	0.85833675	0.93149567	0.82405305	0.7315215	0.80031097	0.6907405	0.8125593	0.9225493	0.9333483	0.8818446	0.84132266	0.95695835	0.8347743	0.873139
fiets/verb	0.68781734	0.9444064	0.89976037	0.829376	0.8510082	0.6934341	0.9097861	0.888543	0.6549314	0.73118305	0.74091494	0.8625993	0.7273315	0.80713534	0.8827865	0.79330957	0.85384667	0.6053867	0.9799054	0.75263083	0.7851778	0.955572	0.88805515	0.7413442	0.83114636	0.26522613	0.52435803	0.8257593	0.87461734	0.72359014	0.7366035	0.6927918	0.56536436	0.77404547	0.8598938	0.6420411	0.8814695	0.867797	0.72871107	0.7816789	0.5566422	0.9239116	0.8083659	0.8864441	0.7491723	0.8504995	0.8054056	0.9045466	0.7963367	0.6827905	0.5911943	0.79137063	0.2537719	0.8229767	0.70730615	0.74157536	0.93339205	0.73485637	0.76877916	0.8019694	0.7024598	0.83472604	0.85952055	0.6034313	0.7434428	0.8555518	0.6985199	0.7131618	0.8232305	0.63899434	0.58299553	0.7660053	0.0	0.8031849	0.75116867	0.78454643	0.71090126	0.7523723	0.75385994	0.8350374	0.7490591	0.9087096	0.6464985	0.70432603	0.9320831	0.8247886	0.86707747	0.75366616	0.6584291	0.89122254	0.8225895	0.82804763	0.9188695	0.58296496	0.8602591	0.68553865	0.8654493	0.84268606	0.60572386	0.8204425	0.8245787	0.8935744	0.8763807	0.64845896	0.6493032	0.94063157	0.75850445	0.82490695	0.79551315	0.86971974	0.9729861	0.8893482	0.9028504	0.8529753	0.6409269	0.7778841	0.5232799	0.78446174	0.6760534	0.8646979	0.76755375	0.60749507	0.75124127	0.68037426	0.82973886	0.67737406	0.756223	0.6967144	0.6854576	0.4795453	0.7575626	0.7546561	0.7642342	0.92111623	0.8076078	0.80811965	0.9203465	0.7279449	0.7824432	0.7620244	0.83044696	0.88960296	0.9297272	0.56878215	0.8108463	0.76339805	0.91628975	0.79355836	0.70005846	0.7778811	0.7800697	0.7359926	0.89644706	0.69365966	0.8089037	0.7079418	0.79765373	0.6435332	0.66965425	0.6673976	0.85522074	0.5841067	0.8148947	0.74049634	0.880721	0.837188	0.8017488	0.88096315	0.7335508	0.74423945	0.72348607	0.81364954	0.64125043	0.91834444	0.8364643	0.8814111
verlokking/noun	0.75340414	0.86436176	0.9470333	0.92498857	0.9445839	0.95987874	0.90130776	0.8943803	0.85060626	0.8017027	0.9662646	0.92289644	0.8283264	0.881017	0.8875389	0.95795333	0.91210246	0.93120253	0.9600811	0.83308506	0.82035834	0.9532127	0.874434	0.8464476	0.9380294	0.8646134	0.72820544	0.91374034	0.8797842	0.94924974	0.7260561	0.7540323	0.88771987	0.81296253	0.9906473	0.64391136	0.9526998	0.7695888	0.88442	0.85920566	0.69633317	0.8054791	0.9347481	0.9439211	0.7591706	0.78487664	0.81767684	0.8727473	0.9495686	0.95505834	0.8196788	0.9019551	0.79225135	0.835239	0.8580193	0.7499296	0.7628609	0.89192253	0.7871108	0.943954	0.8847057	0.79355377	0.83605397	0.84134215	0.93089426	0.97612035	0.91479087	0.7906549	0.8634798	0.8549059	0.74576646	0.9376372	0.8031849	0.0	0.7850242	0.88319606	0.8787852	0.84616685	0.72367823	0.9651105	0.7134994	0.9762707	0.83323383	0.8728653	0.9632495	0.92441034	0.8713474	0.8957739	0.8424501	0.8636873	0.86337376	0.9497057	0.8747277	0.7456986	0.8442361	0.8089113	0.93592733	0.9666359	0.822881	0.898024	0.8256295	0.9547373	0.9636342	0.81353223	0.8917656	0.94595987	0.9636964	0.82867	0.9524424	0.96106803	0.895057	0.986681	0.9726386	0.9562381	0.8747728	0.8931418	0.74857306	0.92321265	0.68971646	0.9550805	0.8582941	0.86223954	0.8731759	0.81471574	0.80325925	0.86611724	0.9243421	0.8177284	0.82210743	0.92784256	0.9080589	0.9799795	0.96407557	0.88628334	0.92351043	0.82441396	0.8009992	0.8308375	0.9857117	0.8840077	0.88217145	0.9446321	0.92504585	0.8349503	0.7881336	0.8660727	0.9223905	0.80059403	0.80243254	0.8548312	0.85771	0.8025087	0.8796427	0.85251915	0.7754413	0.96515226	0.8408411	0.82004416	0.811508	0.91338795	0.908136	0.9116509	0.9670942	0.86096036	0.904055	0.98976666	0.9595333	0.83478403	0.9310122	0.9876288	0.85469437	0.7980392	0.72301245	0.9122605	0.8147171	0.95504373
