	plek/noun	klink/adj	belofte/noun	republiek/noun	orgasme/noun	compliment/noun	drank/noun	refrein/noun	gevoel/noun	vaderland/noun	gerecht/noun	bed/noun	patent/noun	bijstand/noun	gewaad/noun	zo/adv	uitzicht/noun	moment/noun	euforie/noun	boodschap/noun	koor/noun	werkster/noun	visioen/noun	landschap/noun	interventie/noun	passage/noun	tribunaal/noun	lichaam/noun	kroon/noun	vrede/noun	staat/noun	naam/noun	veeleer/adv	naar/adj	ruimte/noun	haast/adv	status/noun	harmonie/noun	sereniteit/noun	zij/pron	nul/noun	melodie/noun	plezier/noun	maar/adv	rijk/noun	gezang/noun	koor_DIM/noun	blauw/noun	symbool/noun	vuur/noun	dressing/noun	gewelf/noun	geluk/noun	droefheid/noun	paradijselijk/adj	gave/noun	stil/adj	afgezant/noun	voetbal_tempel/noun	herrie/noun	getal/noun	aureool/noun	rust/noun	zaak/noun	haven/noun	hulp/noun	schoonheid/noun	kunst/noun	muziek/noun	komedie/noun	paradijs/noun	stem/noun	ijl/adj	monument/noun	piano_spel/noun	tegelijk/adj	minstens/adv	ding/noun	koning/noun	pad/noun	tip/noun	gestreken/adj	menu/noun	geluid/noun	glimlach/noun	dauw/noun	vaak/adj	vader/noun	perfectie/noun	tafereel/noun	iets/noun	aardappel/noun	stad/noun	tweeling/noun	kleur/noun	het/det	missie/noun	iets/adv	sfeer/noun	tuin/noun	mandaat/noun	zaligheid/noun	maal/noun	optreden/noun	vrijheid/noun	of/vg	ervaring/noun	licht/noun	modder/noun	geschenk/noun	meest/adj	vorst/noun	sopraan/noun	zangeres/noun	lof_trompet/noun	helderheid/noun	sauna/noun	klank/noun	heerlijkheid/noun
ijl/adj	0.87569654	0.5117868	0.7078389	0.9580927	0.91823953	0.98939866	0.7154725	0.46061587	0.680125	0.8307523	0.8484316	0.9223889	0.82351804	0.9856373	0.687673	0.7427004	0.7355145	0.7721152	0.9587899	0.77146655	0.3981852	0.917893	0.76040447	0.65505266	0.857998	0.39565527	0.97929406	0.677658	0.9142527	0.722473	0.862752	0.8711179	0.67275566	0.71642	0.495601	0.4538961	0.83855844	0.42390162	0.63012004	0.889614	0.96688056	0.23764497	0.65870273	0.82510334	0.9378458	0.40627235	0.5834645	0.6851932	0.77624303	0.85605943	0.9065054	0.76395655	0.7374558	0.8236477	0.7293601	0.70232224	0.6510551	1.0	0.9083393	0.48112047	0.89000416	0.86278236	0.7536886	0.8987678	0.93553674	0.9887569	0.50219417	0.6231626	0.24082905	0.92983806	0.91709614	0.3192433	0.0	0.7746985	0.6208867	0.66170317	0.91529036	0.862377	0.9962606	0.8078321	0.94421685	0.6461977	0.9126267	0.25172162	0.85240936	0.9429011	0.5694029	0.9823434	0.5432112	0.6946931	0.7674446	0.9463173	0.8556594	0.9726135	0.43509632	0.67960787	0.9336542	0.77210766	0.48502636	0.70431787	0.9278305	0.7157383	0.69183844	0.6463666	0.790915	0.68717563	0.809753	0.4541365	0.7187942	0.8732586	0.7775711	0.972173	0.4048779	0.45935583	0.999845	0.43458384	0.8664298	0.2576726	0.88842714
monument/noun	0.65060705	0.70655656	0.8599599	0.75700057	0.96223235	0.9370967	0.8809089	0.9768427	0.9233919	0.9133839	0.9663465	0.9835541	0.8575971	0.97128546	0.93523955	0.9054457	0.59268224	0.8937659	0.9727812	0.9420853	0.95165455	0.93390965	0.84483385	0.5412172	0.9331239	0.72424954	0.8801832	0.7878089	0.81604934	0.8124413	0.86663175	0.89658475	0.76887566	0.939731	0.67298913	0.6766231	0.60806787	0.8903193	0.9402311	0.9374987	0.98042786	0.88448304	0.7796777	0.9508685	0.76720303	0.9394458	0.794089	0.8778051	0.6345191	0.7690238	0.98577195	0.69328386	0.9347346	0.91251415	0.66929567	0.962735	0.6849187	0.90652436	0.8484831	0.855777	0.900812	0.830831	0.9122376	0.9715093	0.90213495	0.9875752	0.6441804	0.6811471	0.87302935	0.95765686	0.75738513	0.8144257	0.7746985	0.0	0.8968181	0.8488617	0.91039556	0.9697157	0.8212496	0.78414166	0.9723052	0.81537783	0.951402	0.8946626	0.8912007	0.77594894	0.8277056	0.9562471	0.88853717	0.7319739	0.9816172	0.9483204	0.46583694	0.867427	0.76847804	0.60851514	0.9581601	0.86142665	0.8163346	0.7129487	0.96269184	0.93562347	0.97775126	0.850005	0.86641276	0.81696546	0.87482727	0.70410067	0.98166746	0.9130772	0.85048676	0.8154734	0.9718402	0.90463746	0.9997076	0.8632025	0.87877154	0.8577794	0.7154404
piano_spel/noun	0.93693835	0.58312917	0.86513364	0.9687022	0.9653275	0.9334054	0.8385576	0.60299385	0.8168061	0.9510954	0.8909019	0.97994006	0.988775	0.96722895	0.87425673	0.76068807	0.8429351	0.8673651	0.9093837	0.89190257	0.60964394	0.8512243	0.9559279	0.7729141	0.96223736	0.645038	0.959067	0.86860925	0.9996405	0.90597993	0.9594261	0.5977075	0.7924073	0.81541634	0.70484877	0.6055847	0.8942822	0.6567777	0.96475625	0.9163346	0.94346994	0.47282284	0.80640644	0.8843646	0.96154517	0.58520997	0.66312695	0.84678596	0.9139195	0.986674	0.986106	0.81547594	0.9272542	0.9005958	0.8829286	0.8405968	0.7784608	0.9851972	0.9743324	0.728624	0.86230844	0.803534	0.97985417	1.0	0.9999835	0.9682905	0.7536894	0.81221104	0.48212618	0.9678527	0.92757463	0.44507176	0.6208867	0.8968181	0.0	0.8440342	0.9200683	0.93171275	0.97149014	0.890703	0.9817213	0.7896514	0.93059087	0.54359984	0.9272531	0.8918319	0.7394372	0.994256	0.79024124	0.95911324	0.8127863	0.9945131	0.9316418	0.9866247	0.70067334	0.85156274	0.933195	0.8447097	0.7093544	0.8710824	0.92485017	0.7240259	0.8422337	0.8681576	0.9330585	0.71411806	0.96223253	0.6770369	0.86692107	0.91796595	0.66200924	0.9752675	0.5119244	0.36106962	1.0	0.6613954	0.95900327	0.6067127	0.9704941
tegelijk/adj	0.54004985	0.81889534	0.6374762	0.943593	0.90535724	0.91431665	0.81270814	0.75952077	0.43539262	0.7900555	0.9270842	0.9532976	0.8593685	0.96962166	0.8387234	0.7302964	0.7295904	0.704546	0.73989284	0.82567644	0.78552246	0.77363366	0.4257846	0.6167525	0.9026636	0.7335619	0.97410035	0.7198143	0.8703234	0.72928894	0.7189898	0.91491145	0.57798225	0.68584347	0.6470361	0.55033994	0.8716614	0.5899706	0.65561485	0.74681735	0.8728954	0.65684396	0.7107425	0.66030645	0.76091003	0.6634893	0.8614123	0.7324743	0.71158826	0.8129022	0.89497536	0.68395555	0.57529426	0.62689316	0.572932	0.55450636	0.6209214	0.8839012	0.8500365	0.7604703	0.7658226	0.8736242	0.53919387	0.7713028	0.88857263	0.9151148	0.33183593	0.57469857	0.5554129	0.7844567	0.71577024	0.6978706	0.66170317	0.8488617	0.8440342	0.0	0.88628465	0.5753303	0.848818	0.9254772	0.95197165	0.83698064	0.88245296	0.64553064	0.8595396	0.975071	0.6150745	0.8015927	0.5554302	0.49893582	0.5177959	0.91536295	0.6513534	0.7691909	0.6523255	0.70750725	0.94270486	0.74442255	0.46517217	0.59833086	0.9515272	0.8815459	0.85395384	0.9383339	0.6215802	0.7320365	0.7987401	0.68655145	0.8324671	0.7403445	0.6214578	0.85350186	0.7592732	0.7639205	0.9050543	0.61345816	0.75245166	0.5760275	0.93932444
minstens/adv	0.68812686	0.8503162	0.86644685	0.9931005	0.97536016	0.8988306	0.8133652	0.843406	0.9454048	0.9647331	0.8957816	0.75431514	0.91184103	0.96656495	0.96792054	0.7434238	0.87127644	0.99405557	0.79988605	0.9485631	0.935387	0.9316614	0.9107822	0.85917574	0.94667095	0.96559495	0.9370662	0.8985207	0.8074441	0.9133762	0.9128737	0.884799	0.9186982	0.93457395	0.9245792	0.7874236	0.98288405	0.92580175	0.94488746	0.770979	0.7888062	0.9436754	0.9390818	0.86220264	0.92822355	0.9149534	0.90137714	0.95566636	0.95306677	0.8437223	0.8402592	0.99065846	0.9562863	0.9623221	0.9050446	0.9432711	0.73038495	0.9647894	0.94265217	0.9681436	0.848506	0.9302896	0.89155763	0.8532678	0.8805761	0.9614083	0.8641242	0.8606346	0.92671686	0.9458909	0.9930266	0.9536246	0.91529036	0.91039556	0.9200683	0.88628465	0.0	0.929639	0.96340144	0.80065143	0.7170793	0.9623059	0.8331326	0.9251733	0.9254939	0.9421731	0.81255627	0.9649336	0.95992506	0.8531529	0.901134	0.8948454	0.8189191	0.72871995	0.8922221	0.8709913	0.92352295	0.80365634	0.91976976	0.82146734	0.93863285	0.990552	0.6230631	0.97926325	0.9496792	0.7422549	0.89761454	0.8895513	0.9696224	0.9416773	0.7951861	0.96789366	0.9473638	0.96538216	0.9979381	0.8892281	0.8423705	0.89981836	0.99034345
ding/noun	0.7299481	0.90734845	0.9156195	0.9793535	0.7944747	0.87488097	0.88929564	0.93677473	0.5698568	0.86733234	0.94244695	0.7463336	0.92061985	0.92746025	0.9234138	0.7325504	0.91542375	0.7439624	0.83664286	0.83239555	0.96483475	0.7750433	0.7989619	0.8671591	0.9321637	0.8233917	1.0	0.87468153	0.8826695	0.89269704	0.94840413	0.9387038	0.78027993	0.7001351	0.83823353	0.8673314	0.9118111	0.79382455	0.73824704	0.7374076	0.92720205	0.7747561	0.72159857	0.46701324	0.92224246	0.79870546	0.9900092	0.9011014	0.8453315	0.99656683	0.98715794	0.8308052	0.6889163	0.6541283	0.8518607	0.6563761	0.76307344	0.9803014	0.94741064	0.75293183	0.8500347	0.9176938	0.7632611	0.85751253	0.99988294	0.9297628	0.66777253	0.7196065	0.7656268	0.7933538	0.84249014	0.87736475	0.862377	0.9697157	0.93171275	0.5753303	0.929639	0.0	0.86597955	0.924363	0.9597922	0.97035193	0.96295184	0.82382977	0.9403403	0.99804723	0.69242525	0.95274603	0.6484277	0.8261743	0.5251595	0.9630194	0.924376	0.9535259	0.85394055	0.953626	0.9281576	0.7431572	0.77225876	0.9129139	0.93453443	0.9685151	0.97137254	0.9691128	0.76918066	0.7938443	0.5270721	0.85241127	0.8972419	0.8251847	0.73184884	0.9795429	0.9062964	0.883372	0.8993197	0.796585	0.81165475	0.82959783	0.95073193
koning/noun	0.87262	0.9486517	0.9839302	0.47810173	0.9966315	0.8798814	0.94648665	0.8987548	0.8972626	0.4485811	0.9972661	0.9773855	0.942468	0.90507615	0.8707663	0.9831554	0.9063702	0.90806544	0.81554556	0.98369706	0.9803528	0.88204515	0.9437682	0.93295556	0.95479363	0.9991072	0.947326	0.9238217	0.5963037	0.89410484	0.86449075	0.9453358	0.6754875	0.9979223	0.9926142	0.92269987	0.6780553	0.978383	0.9918582	0.86889285	0.892411	0.9503159	0.91003025	0.97079283	0.51800644	0.93181777	0.9978315	0.93058664	0.7185753	0.9904926	0.9981386	0.9623575	0.88562715	0.7865558	0.9499364	0.7436714	0.89050746	0.75186646	0.9994485	0.97202307	0.96647406	0.8749234	0.97505987	0.9968559	0.9693012	0.9238284	0.837	0.9350977	0.9413063	0.9573146	0.6869477	0.9284948	0.9962606	0.8212496	0.97149014	0.848818	0.96340144	0.86597955	0.0	0.95043486	0.9694383	0.9986805	0.9726474	0.9888042	0.9154717	0.9972929	0.89865714	0.64392126	0.94555485	0.949975	0.888967	0.9621191	0.82137275	0.85445046	0.9189475	0.85138327	0.71421826	0.97755903	0.9438346	0.9701459	0.77671874	1.0	0.9574207	0.99026084	0.8378126	0.84579426	0.88118446	0.9909019	0.91446114	0.44040114	0.87619597	0.3024882	0.9658166	0.9454429	1.0	0.93958676	0.9849949	0.970009	0.9535489
pad/noun	0.90674454	0.821452	0.776024	0.936957	0.9723393	0.96356225	0.9494042	0.92867905	0.9541233	0.9113632	0.9673544	0.6478435	0.96380556	0.97505563	0.9628607	0.9051981	0.72918826	0.9574899	0.99691457	0.829208	0.9660329	0.7602355	0.93229556	0.7814821	0.973677	0.8148227	0.8798463	0.8839698	0.98473233	0.7618786	0.93855876	0.9624314	0.87593055	0.96545845	0.86171544	0.9699204	0.9433675	0.8901117	0.9467457	0.66154885	0.9503009	0.83493793	0.71233904	0.9232901	0.86626786	0.8710362	0.7222054	0.92698425	0.8620297	0.95954823	0.9981214	0.9811653	0.9247871	0.9668192	0.88422024	0.91747934	0.8797402	0.904545	0.9797194	0.799364	0.97819656	0.9200425	0.8938873	0.9998563	0.7491133	0.89772844	0.9338836	0.8317438	0.8643583	0.86893046	0.8833253	0.82353944	0.8078321	0.78414166	0.890703	0.9254772	0.80065143	0.924363	0.95043486	0.0	0.9656379	0.9727357	0.9538749	0.94016016	0.9679885	0.75881207	0.72368836	0.9789438	0.95853364	0.9231551	0.9688419	0.93245953	0.87121916	0.96851546	0.91778743	0.85037625	0.7171949	0.9107705	0.94805825	0.756333	0.7660185	0.8528934	0.9803751	0.7790525	0.90463805	0.68922555	0.8582446	0.9366525	0.59903765	0.9492978	0.9792649	0.8299571	0.9787898	0.931837	1.0	0.96562815	0.9319906	0.8433007	0.977025
tip/noun	0.98404044	0.93460053	0.99183387	0.9788754	0.9912115	0.7232794	0.72402656	0.9736171	0.9086871	0.9792967	0.39544874	0.9655838	0.9096939	0.9821075	0.98533297	0.77123624	0.9603382	0.9463614	0.97074455	0.9434775	0.9190864	0.98556495	0.97269374	0.9735227	0.9097603	0.9431956	0.98261726	0.943142	0.9644037	0.9443102	0.99897456	0.9753506	0.88896894	0.8586277	0.8470949	0.81939924	0.94165844	0.8345918	0.90836596	0.9311908	0.9225709	0.9124999	0.8932531	0.9347882	0.9745612	0.9458973	0.99439114	0.96544087	0.9407556	0.9619362	0.35647893	1.0	0.9798152	0.99683404	0.95088214	0.95969427	0.9843737	0.955563	0.8962461	0.9484233	0.97270113	0.9088185	0.94764704	0.7205851	0.99135154	0.99270177	0.91911954	0.9591345	0.9310783	0.98793256	0.9620559	0.95141083	0.94421685	0.9723052	0.9817213	0.95197165	0.7170793	0.9597922	0.9694383	0.9656379	0.0	0.890521	0.53728473	0.96810806	0.90569377	0.9111745	0.88916814	0.97350585	0.91967934	0.99047387	0.9696248	0.46448457	0.98468643	0.9725655	0.8044381	0.85263574	0.9138452	0.70413935	0.9219289	0.8775657	0.9500311	0.90546846	0.8740366	0.84582716	0.9609812	0.70328414	0.7825019	0.944738	0.98358476	0.8729812	0.89291847	0.9295992	0.98872614	0.9871139	1.0	0.8560542	0.8864054	0.90830886	0.9775222
gestreken/adj	0.9401324	0.9004662	0.9999022	0.95968926	0.8775798	0.77134293	0.8184163	0.87050617	0.8742512	0.95691407	0.99701726	0.88283753	0.98543507	0.9772047	0.9864148	0.9161057	0.7305635	0.91085744	0.95726794	0.87183964	0.8168177	0.96954733	0.8530871	0.84638274	0.9412996	0.7733579	0.95835364	0.86892104	0.99842095	0.9110204	0.9346971	0.92057747	0.71396554	0.7342756	0.7229586	0.71445525	0.9763152	0.8404645	0.9570911	0.88563627	0.93052566	0.7806965	0.79823726	0.84624195	0.99906766	0.8318275	0.9476923	0.8794341	0.9075179	0.9399298	0.9951525	0.8033333	0.9970233	0.9510981	0.71835625	0.9212341	0.7771207	1.0	0.9925343	0.8043755	0.995502	0.9485406	0.96837515	0.9450436	0.8278637	0.9793796	0.7755475	0.8996076	0.7036357	0.9672012	0.8936692	0.82107157	0.6461977	0.81537783	0.7896514	0.83698064	0.9623059	0.97035193	0.9986805	0.9727357	0.890521	0.0	0.86419547	0.66288066	0.8347676	0.6393998	0.7932144	0.9599223	0.9053457	0.8303942	0.94587463	0.9831111	0.795127	0.9938333	0.68012625	0.8154553	0.95207757	0.92353654	0.7648668	0.91117465	0.99521196	0.9072035	0.9881869	0.87355846	0.95080715	0.80589855	0.9904365	0.6298764	0.8881409	0.9178598	0.7670032	0.9156749	0.87203056	0.91759837	0.9996232	0.7345439	0.92638505	0.7113353	0.8409814
menu/noun	0.93811005	0.8987699	0.9442939	0.95406306	0.9626566	0.7806663	0.4445855	0.9180401	0.9005542	0.9583867	0.24430764	0.93846697	0.96575415	0.97108537	0.9843866	0.94967675	0.9033981	0.95285493	0.96056783	0.9619937	0.8185722	0.98168725	0.9457871	0.9494284	0.94963276	0.9236565	0.9429067	0.8770851	0.9125238	0.9234881	0.9722285	0.93312645	0.82469237	0.93727463	0.92301047	0.91580325	0.89135385	0.81934094	0.88555145	0.9533737	0.9594494	0.9151231	0.90558136	0.94103986	0.9401509	0.9111517	0.9854542	0.9246073	0.82946503	0.73850626	0.64881194	0.962204	0.9394278	0.98074484	0.9506754	0.9703944	0.91071063	1.0	0.9981858	0.8749534	0.9237964	0.84282744	0.93201786	0.699923	0.99689263	0.9794069	0.8970375	0.9490236	0.84484625	0.98972535	0.93379074	0.9600784	0.9126267	0.951402	0.93059087	0.88245296	0.8331326	0.96295184	0.9726474	0.9538749	0.53728473	0.86419547	0.0	0.9292036	0.9296369	0.9904794	0.8408547	0.93716824	0.9201163	0.96052927	0.9548135	0.35793215	0.9687021	0.99494505	0.9145848	0.7128059	0.98677486	0.87106264	0.8660875	0.83136266	0.9782319	0.86389536	0.9715173	0.77777886	0.93506247	0.59457844	0.95619565	0.9083054	0.9124795	0.8964143	0.8589506	0.9542201	0.9773585	0.95963067	1.0	0.9054098	0.6808116	0.8619146	0.9848523
geluid/noun	0.80756325	0.6173911	0.8055976	0.94605285	0.7387329	0.842296	0.6947048	0.47341597	0.6966667	0.87018657	0.875638	0.8030735	0.8585606	0.97873896	0.7424756	0.6957129	0.7139232	0.7720799	0.95448864	0.6756851	0.47317982	0.86954486	0.75188184	0.5580562	0.9200764	0.4439528	0.97965366	0.6861504	0.9260903	0.85299355	0.84602684	0.7701346	0.7246084	0.73140144	0.4672373	0.43856275	0.8902048	0.50731015	0.764433	0.89093757	0.95651877	0.35674065	0.800997	0.74394715	0.8825871	0.38924193	0.64004123	0.6680523	0.81850934	0.7889268	0.8939366	0.76573217	0.8123661	0.84566957	0.71999454	0.7495933	0.61181295	0.999719	0.8861305	0.41892183	0.8622135	0.75740886	0.8174526	0.8845206	0.8533597	0.9438029	0.55504096	0.6909667	0.2634462	0.93329877	0.94166684	0.41486633	0.25172162	0.8946626	0.54359984	0.64553064	0.9251733	0.82382977	0.9888042	0.94016016	0.96810806	0.66288066	0.9292036	0.0	0.8774512	0.96439564	0.57870764	0.98491454	0.6114651	0.6626369	0.73087037	0.9695368	0.89192504	0.94614315	0.43711495	0.7169099	0.950604	0.68862426	0.36628407	0.7965413	0.96152925	0.66575533	0.735084	0.8526677	0.8705768	0.6378814	0.88447165	0.3406483	0.7366107	0.8361195	0.7283969	0.97914696	0.41581714	0.49212635	0.99993825	0.44501203	0.9017809	0.20235127	0.89099497
glimlach/noun	0.9713528	0.8196032	0.93448794	0.9248562	0.99393904	0.55969113	0.8868754	0.935902	0.8300371	0.8706094	0.99998	0.98651105	0.7598008	0.9970301	0.58471143	0.94022495	0.9485279	0.8303699	0.85025984	0.93500197	0.78483075	0.968527	0.8242559	0.7235863	0.97486377	0.93782556	0.985515	0.7878665	0.8991195	0.8844692	0.9233635	0.805178	0.8098558	0.87690556	0.90316457	0.78355616	0.6868615	0.92451936	0.83608496	0.88556546	0.8934032	0.88785136	0.6126096	0.8717598	0.9411758	0.683666	0.9802102	0.8565067	0.8932143	0.90960526	0.9557219	0.92098236	0.8965616	0.85817	0.8489585	0.9579813	0.82502884	1.0	0.8937889	0.8978374	0.9413472	0.8255645	0.90636617	0.99699056	0.99154127	0.9867749	0.7889645	0.892903	0.86158025	0.83289075	0.9667193	0.9020401	0.85240936	0.8912007	0.9272531	0.8595396	0.9254939	0.9403403	0.9154717	0.9679885	0.90569377	0.8347676	0.9296369	0.8774512	0.0	0.9998883	0.7733046	0.81593513	0.9204133	0.6620542	0.90474916	0.99454767	0.87868994	0.87218606	0.86276144	0.8581946	0.97440183	0.9439841	0.7276857	0.9214765	0.97828436	0.9808184	0.77871096	0.89438605	0.8077512	0.8807713	0.7932029	0.8423134	0.87414324	0.77471095	0.7532385	0.8090062	0.9123329	0.867319	1.0	0.89423203	0.97517097	0.8741948	0.481099
dauw/noun	0.9220978	0.97642195	0.99938446	0.9993442	0.85000694	0.9951829	0.9804939	0.9946119	0.99373674	0.9936556	0.99573433	0.7277274	0.9550353	0.9443044	0.9939005	0.836381	0.6560314	0.86307704	1.0	0.97868145	0.99892235	0.8357035	0.8931179	0.8781836	0.9933819	0.9774741	1.0	0.9031396	0.98471	0.89554036	0.99516565	0.9976972	0.9253953	0.73884934	0.8704089	0.9172297	0.98422205	0.976429	0.99713343	0.8364532	0.97508234	0.9861031	0.9675982	0.93052864	0.9850695	0.99521786	0.98852885	0.84593546	0.95052534	0.9928142	0.99005497	0.9900791	0.9914042	0.99106836	0.8752712	0.9860118	0.8624444	1.0	0.9145445	0.9074068	0.99602884	0.9556597	0.9653762	0.9991371	0.8105298	0.96093005	0.9047571	0.9351276	0.9953785	0.9507629	0.94420886	0.9896141	0.9429011	0.77594894	0.8918319	0.975071	0.9421731	0.99804723	0.9972929	0.75881207	0.9111745	0.6393998	0.9904794	0.96439564	0.9998883	0.0	0.8470952	0.89595723	0.9797101	0.8845626	0.9701859	0.96882343	0.79597443	0.9834782	0.92750335	0.8065002	0.89347	0.9926732	0.95107025	0.808124	0.93103296	1.0	0.9013606	1.0	0.9882572	0.79805756	0.9834626	0.9096631	0.7988049	0.96367705	0.98936546	0.95091474	0.9967789	0.9649147	0.9998397	0.99915135	0.8862109	0.98620504	0.88002074
vaak/adj	0.86195177	0.6943953	0.8084778	0.9207307	0.70408404	0.86302507	0.7684213	0.65452504	0.6448833	0.8030454	0.8474249	0.88914126	0.7841115	0.7642955	0.9038593	0.7498497	0.8713852	0.68091667	0.80940527	0.81140184	0.78802985	0.7460015	0.84182125	0.76186585	0.8704474	0.5912472	0.94060636	0.8159183	0.9170537	0.86843926	0.94710666	0.8353926	0.6245522	0.6791844	0.64874446	0.68434143	0.8532599	0.66851306	0.84939027	0.709478	0.7888384	0.5519991	0.5787394	0.49998522	0.86520237	0.67954004	0.59600025	0.7967299	0.85156596	0.9449417	0.9007088	0.9122434	0.7587931	0.6860727	0.74603164	0.7675115	0.70174026	0.96549034	0.89987123	0.6712136	0.75579613	0.8092421	0.92062485	0.94074816	0.9890865	0.76751465	0.64370364	0.7133473	0.52747184	0.74242675	0.92529976	0.550812	0.5694029	0.8277056	0.7394372	0.6150745	0.81255627	0.69242525	0.89865714	0.72368836	0.88916814	0.7932144	0.8408547	0.57870764	0.7733046	0.8470952	0.0	0.8470043	0.7633344	0.82793444	0.56407	0.87770677	0.9274278	0.91919196	0.6667441	0.6973586	0.92459786	0.6444036	0.5813845	0.8775776	0.9504148	0.8321399	0.7111291	0.77198124	0.83057487	0.52444756	0.7130408	0.70993996	0.8082691	0.8754281	0.6423381	0.8821986	0.75952715	0.74803275	0.99833286	0.66822827	0.90017104	0.60147667	0.87343264
vader/noun	0.93168044	0.9470837	0.9532194	0.9077374	0.9401484	0.9946506	0.831761	0.86828613	0.89685	0.4798448	0.94283855	0.8809906	0.84199405	0.9557548	0.94632536	0.97844446	0.9901247	0.88924646	0.9059647	0.9534208	0.9331267	0.89950037	0.86978996	0.9015718	0.9308739	0.99762005	0.9911202	0.91800725	0.9082166	0.9411499	0.93933713	0.8675102	0.93605894	0.9199355	0.9437294	0.94907117	0.8663162	0.95926666	0.933532	0.7483054	0.9886854	0.9701611	0.9291284	0.9471769	0.886247	0.88374275	0.9896074	0.8754777	0.86785704	0.985515	0.9950382	1.0	0.91784817	0.8820653	0.84160656	0.872867	0.9090449	0.8466888	0.9908104	0.939846	0.95081735	0.753669	0.9142049	0.93248713	0.9556473	0.92086506	0.84907013	0.91558397	0.89057636	0.72034323	0.84749246	0.9035517	0.9823434	0.9562471	0.994256	0.8015927	0.9649336	0.95274603	0.64392126	0.9789438	0.97350585	0.9599223	0.93716824	0.98491454	0.81593513	0.89595723	0.8470043	0.0	0.9560426	0.9316776	0.94155055	0.9778256	0.95695853	0.51503515	0.9410348	0.9028132	0.90354747	0.96656394	0.831841	0.9617231	0.99647355	0.9884532	0.8749742	0.98268723	0.7945651	0.8032284	0.9231478	0.92588747	0.96723735	0.6617323	0.78664047	0.60179496	0.988344	0.96358156	1.0	0.96148825	0.92609596	0.93637025	0.75211513
perfectie/noun	0.88274574	0.7867492	0.8669135	0.8746437	0.93421245	0.920543	0.9387885	0.6797626	0.43543488	0.8698144	0.88589174	0.8707026	0.85554254	0.98275685	0.90698516	0.8190265	0.878254	0.7026297	0.8276724	0.76136506	0.6821426	0.76024896	0.8128808	0.74831903	0.8673221	0.66770995	0.9761734	0.54232275	0.8582418	0.58869183	0.8059998	0.92471576	0.61734974	0.6826782	0.6865062	0.5000087	0.7245327	0.29892755	0.449131	0.7995659	0.9855778	0.45750993	0.8662543	0.8130703	0.8999901	0.64420736	0.85573626	0.68805265	0.5430936	0.9679654	0.95060414	0.8709265	0.5132935	0.799632	0.8265796	0.5265031	0.7414257	1.0	0.9788075	0.81175834	0.7873491	0.82398915	0.5760772	0.716178	0.9916996	0.9927149	0.30044204	0.5871224	0.5428218	0.7388114	0.8796371	0.67233944	0.5432112	0.88853717	0.79024124	0.5554302	0.95992506	0.6484277	0.94555485	0.95853364	0.91967934	0.9053457	0.9201163	0.6114651	0.9204133	0.9797101	0.7633344	0.9560426	0.0	0.8055757	0.6985496	0.9940761	0.8960014	0.96407104	0.6044067	0.87922615	0.92462987	0.7856451	0.5046555	0.88270664	0.97860146	0.7506026	0.8854479	0.8209562	0.6543183	0.8208103	0.70888376	0.73606527	0.93264425	0.755213	0.9293496	0.91902995	0.69372475	0.7420466	0.999823	0.32278728	0.7302686	0.4986534	0.9957343
tafereel/noun	0.56608427	0.80992556	0.5767578	0.9565245	0.9538305	0.8543912	0.83264893	0.89965236	0.75252134	0.83373064	0.9744787	0.90356666	0.7474931	0.9746628	0.687027	0.73135805	0.6008898	0.8675987	0.9586131	0.83206797	0.76221156	0.91824234	0.26062357	0.3837614	0.82907355	0.81949174	0.9775914	0.74321043	0.949807	0.8639424	0.72386825	0.90433615	0.77999824	0.73962975	0.81317157	0.44750214	0.83600664	0.784885	0.804766	0.89824235	0.8787513	0.808101	0.829559	0.89242953	0.6963596	0.66937786	0.94300264	0.7166756	0.75651425	0.8769953	0.91982824	0.81921744	0.80578876	0.8149626	0.38682944	0.7798022	0.62521076	0.94401836	0.9226744	0.8096619	0.7308297	0.8080884	0.71209663	0.9614344	0.90166867	0.9162064	0.549075	0.689919	0.74393564	0.6233963	0.6725388	0.83900785	0.6946931	0.7319739	0.95911324	0.49893582	0.8531529	0.8261743	0.949975	0.9231551	0.99047387	0.8303942	0.96052927	0.6626369	0.6620542	0.8845626	0.82793444	0.9316776	0.8055757	0.0	0.71501625	0.9681444	0.70258725	0.71310073	0.66003585	0.65226126	0.98658955	0.7911757	0.55841875	0.533121	0.9888343	0.962897	0.80260575	0.9331919	0.77465785	0.79773855	0.77083915	0.6444625	0.83753973	0.82531744	0.7805474	0.87164587	0.8466329	0.9124187	0.9998194	0.7942189	0.89663815	0.6061802	0.7922405
