	sinds/prep	men/pron	taksen/noun	Canada/name	toelage/noun	LPF_minister/noun	successie_recht/noun	frank/noun	vertwijfeld/adj	Camiel/name	hoopvol/adj	nu/adv	accijns/noun	zoals/comp	overheid/noun	tarief/noun	hand/noun	maandag_avond/noun	KLM/name	administratie/noun	Informatie/name	been/noun	Lanaken/name	aanvankelijk/adj	vorder_terug/verb	invoer_recht/noun	arm/noun	ter/prep	vinger_DIM/noun	Griek/noun	hierover/pp	glas_DIM/noun	te/prep	gemeente/noun	handpalm/noun	laag/adj	omdat/comp	staat/noun	vanaf/prep	triomfantelijk/adj	alsof/comp	inkomst_belasting/noun	beeld_DIM/noun	als/comp	bovendien/adv	toegang/noun	per/prep	en/vg	zij/pron	instantie/noun	loon_belasting/noun	voortaan/adv	netjes/adj	lidstaat/noun	die/det	statie_geld/noun	belasting/noun	tol/noun	lach/adj	vinger/noun	provincie/noun	premie/noun	mag/verb	college_geld/noun	dankbaar/adj	procent/noun	verzekeraar/noun	wanneer/comp	heffing/noun	opcentiemen/noun	om/comp	onroerend_zaak_belasting/noun	feestganger/noun	langzaam/adj	dan/adv	Francis/name	Henk/name	rente/noun	eventueel/adj	echter/adv	ministerie/noun	entree/noun	heer/noun	ze/pron	belasting_dienst/noun	in/verb	even/adj	Litmanen/name	arm/adj	toegang_prijs/noun	tegelijk/adj	op/prep	over/prep	alvast/adv	bovenop/prep	verontschuldig/adj	zondag_middag/noun	energie/prefix	inmiddels/adv	fiscus/noun	hak/noun	nergens/adv	immers/adv	boete/noun	anno/prep	taks/noun	daarna/adv	boven/prep	toch/adv	stad/noun	keer/noun	het/det	meer/adj	milieu_belasting/noun	louter/adj	terwijl/comp	of/vg	toeslag/noun	teatraal/adj	dwingend/adj	percentage/noun	glas/noun	land/noun	regering/noun	zonder/comp	sanctie/noun	hoofd/noun	hij/pron	hoog/adj	voorheffing/noun	ook/adv	opslag/noun	hulpeloos/adj
ze/pron	0.98150754	0.40804058	0.86889863	0.9776706	0.94497174	0.8174926	0.9301778	0.96080714	0.72542167	0.9175654	0.6544173	0.7575937	0.9203091	0.8764235	0.8504786	0.94993687	0.5208212	0.92152715	0.9554567	0.91894686	0.9812905	0.62435466	0.96535367	0.8757627	0.8531117	0.93645126	0.48175955	0.8473902	0.64135915	0.7262574	0.9607154	0.7325442	0.7454699	0.92917705	0.76133835	0.950218	0.83740366	0.8861886	0.9248411	0.56301796	0.57519805	0.911841	0.84014195	0.68724555	0.907505	0.930607	0.9272773	0.7975496	0.39041144	0.77151215	0.8904683	0.91060424	0.6851456	0.8402386	0.6275723	0.9381928	0.89418125	0.9127189	0.63449025	0.55386126	0.9701004	0.92343163	0.6822903	0.84825593	0.55586076	0.9636118	0.91440153	0.7331285	0.95135754	0.962567	0.82491636	0.96957964	0.83553374	0.64738387	0.5882968	0.9154951	0.7273118	0.89115596	0.9036418	0.8114424	0.9570737	0.88035375	0.636329	0.0	0.875343	0.9419792	0.29846638	0.8294704	0.67886865	0.93743056	0.61953354	0.88714135	0.91037816	0.8365829	0.9189569	0.596097	0.84423256	0.9900002	0.94534403	0.85636747	0.83668625	0.78796977	0.92533916	0.8875192	0.72919714	0.9232642	0.6590281	0.8543554	0.58696634	0.9421327	0.8993946	0.8339428	0.82582927	0.94007593	0.72614723	0.5564232	0.7749945	0.9104419	0.80000466	0.7671161	0.9278696	0.6587677	0.88405216	0.89012647	0.8731459	0.84773004	0.6172701	0.098463595	0.9414769	0.9774056	0.6792622	0.8566787	0.44402677
belasting_dienst/noun	0.8903117	0.84009707	0.62781	0.86570865	0.7248667	0.922412	0.48572004	0.66806734	0.9654269	0.9506197	0.8858156	0.72210056	0.5682448	0.7642476	0.51525205	0.50848794	0.9148333	0.9660717	0.78466314	0.40102744	0.79979765	0.9389451	0.8137688	0.8633087	0.45137054	0.6586443	0.9238628	0.8995302	0.8832409	0.9398428	0.35093117	0.9838625	0.89425737	0.6591368	0.98477966	0.55940044	0.589432	0.4173448	0.56037915	0.97804093	0.8497024	0.36843282	0.9928463	0.67586374	0.4662583	0.9151522	0.67250776	0.72186124	0.5655328	0.5870568	0.39315516	0.45808107	0.62217176	0.8139332	0.57611126	0.82406425	0.366368	0.736722	0.8599623	0.887772	0.75302917	0.3306588	0.6769589	0.67452914	0.9742538	0.543483	0.38370246	0.5373783	0.49313015	0.5674722	0.7357948	0.5293618	0.96019554	0.90339655	0.6549523	0.73981595	0.91820574	0.4417402	0.48583764	0.7635083	0.6618781	0.8560812	0.8640442	0.875343	0.0	0.37663436	0.93398166	0.9643713	0.88968307	0.9651121	0.80859435	0.72979796	0.5629492	0.6813668	0.6051966	0.9684396	0.9672712	0.8612747	0.8238862	0.19425243	0.9260124	0.8559998	0.45471263	0.54898435	0.81395173	0.6855861	0.8855433	0.7837036	0.91274345	0.78413814	0.89851516	0.82886493	0.86086583	0.6268412	0.7915934	0.74713755	0.73040867	0.48511648	0.98292196	0.9160984	0.56268317	0.95799387	0.8601088	0.72805	0.664224	0.709571	0.85406727	0.8957573	0.65515196	0.41481513	0.8015234	0.8170889	0.8566965
in/verb	0.84536386	0.7824924	0.4423387	0.8048613	0.7598167	0.9983415	0.36153632	0.3871023	0.9123754	0.963201	0.9717368	0.7515809	0.3278911	0.5881791	0.31769162	0.36743432	0.94233316	0.93961525	0.8271258	0.48881668	0.9257062	0.946865	0.7297381	0.83224833	0.4318751	0.46610087	0.96964	0.67423797	0.8828032	0.93056464	0.47536433	0.9859957	0.83191895	0.4647767	0.9304492	0.3382489	0.43763775	0.53994846	0.47014648	0.9601258	0.864434	0.349885	0.98900545	0.6254792	0.32717407	0.7728845	0.486104	0.5735267	0.6731374	0.66179395	0.44566786	0.2907005	0.5634862	0.58802205	0.49892652	0.6438212	0.18047398	0.52383304	0.89860004	0.9278145	0.62729406	0.45493674	0.6763433	0.72939456	0.95633686	0.43014008	0.61582005	0.63593674	0.15947509	0.37081832	0.4498499	0.63392353	0.9604266	0.8429588	0.67224205	0.81632537	0.9907796	0.4690711	0.40387213	0.6820502	0.74258125	0.87372696	0.91941184	0.9419792	0.37663436	0.0	0.9700346	0.9487965	0.860952	0.94529796	0.788394	0.38013172	0.59463614	0.75424063	0.3178234	0.9776707	0.9803283	0.60990304	0.7466247	0.31104237	0.91545296	0.6646755	0.27643204	0.39467698	0.895283	0.41071087	0.9667361	0.71031857	0.88300055	0.6124582	0.8694789	0.81928366	0.6736777	0.45092177	0.80530566	0.73009634	0.5116627	0.5599843	0.95335996	0.92066264	0.5180025	0.8313554	0.75821865	0.42604256	0.4433248	0.76545566	0.95094794	0.9637421	0.35948586	0.28149408	0.71231174	0.6744106	0.96998024
even/adj	0.8969228	0.57006764	0.90651315	0.97543216	0.980953	0.85380363	0.93959284	0.987673	0.62861013	0.9324001	0.6862448	0.7656636	0.98387015	0.81674373	0.8811723	0.9726611	0.4273265	0.7896994	0.985116	0.9635949	0.98413646	0.58993113	0.9677354	0.88590795	0.92524725	0.9758357	0.43618137	0.7948773	0.60963273	0.7421957	0.9537795	0.6334126	0.77867156	0.97686833	0.7164751	0.9824466	0.8788756	0.9366912	0.8673417	0.5688313	0.55731326	0.94941235	0.7463322	0.60531163	0.8741539	0.9842961	0.91294295	0.713502	0.62380886	0.8146927	0.9513723	0.88969994	0.60487354	0.8878941	0.72045857	0.9645872	0.93835866	0.9477435	0.5810394	0.53519744	0.9885503	0.95205754	0.6894201	0.93603766	0.6120722	0.9738415	0.9766542	0.6706678	0.98244864	0.98670375	0.758751	0.9788324	0.67624104	0.62547266	0.5544982	0.99211866	0.7693596	0.94089746	0.8837043	0.7976673	0.98348796	0.84796417	0.6384743	0.29846638	0.93398166	0.9700346	0.0	0.88982874	0.6619972	0.8591473	0.66686064	0.82402486	0.8520211	0.67607236	0.90240896	0.52209586	0.67493284	0.9883756	0.79039085	0.9138014	0.89738387	0.8226333	0.94592613	0.9828615	0.7958649	0.9720117	0.5212491	0.7746079	0.5696324	0.98596007	0.89545685	0.775032	0.8940343	0.9729693	0.8482369	0.5024911	0.68991154	0.961882	0.8041104	0.7993446	0.9290194	0.6175711	0.9711502	0.93163747	0.8306725	0.9309027	0.6402379	0.3818866	0.95719254	0.98823893	0.7287535	0.8800635	0.5242425
Litmanen/name	0.86336434	0.90152746	0.9506745	0.9681265	0.94436425	0.8473328	0.96204686	0.939701	0.95363027	0.99244165	0.8820002	0.92110574	0.9778035	0.81637734	0.91738254	0.96420014	0.84533405	0.9517918	0.95531833	0.96601	0.8738319	0.86515665	0.9374554	0.95077986	0.9571346	0.9545126	0.87229604	0.98802817	0.9062204	0.929125	0.940202	0.96457136	0.9774871	0.9711339	0.95941997	0.9711516	0.93983054	0.98395807	0.87207925	0.7652793	0.77816343	0.9680754	0.94442636	0.9051221	0.979694	0.9399282	0.93092626	0.84724677	0.88629395	0.869231	0.9772588	0.969925	0.9579931	0.9061314	0.8665967	0.9593817	0.98144346	0.95663375	0.7007346	0.9468848	0.98433334	0.95617336	0.9580672	0.9764221	0.86547947	0.975997	0.9463837	0.82529	0.9522867	0.9924966	0.9164169	0.9886739	0.9649371	0.7532135	0.9294702	0.9520198	0.72435415	0.9471649	0.9760214	0.8322578	0.97477096	0.63551164	0.89005077	0.8294704	0.9643713	0.9487965	0.88982874	0.0	0.931937	0.953651	0.7880481	0.8959601	0.8586124	1.0	0.83989733	0.92704594	0.94134367	0.98118335	0.6568954	0.9414115	0.55854857	0.8639365	0.9333004	0.9336457	0.8189318	0.95354724	0.9136116	0.855219	0.91984665	0.968204	0.76944244	0.96491814	0.9397075	0.96063006	0.87858397	0.93669236	0.89365697	0.89074665	0.7650484	0.64445025	0.93026006	0.86950237	0.9746972	0.9727131	0.8790188	0.9594711	0.90420973	0.8098195	0.86447763	0.97694194	0.83742344	0.93624	0.9499581
arm/adj	0.87295884	0.8856682	0.8835756	0.84664285	0.8282063	0.9774061	0.8994621	0.8752661	0.6433147	0.9930594	0.8127901	0.90019286	0.889218	0.789967	0.85805184	0.8937006	0.49437988	0.88378716	0.98529595	0.8911486	0.95597583	0.4063189	0.9310449	0.81310534	0.8702609	0.862829	0.31365645	0.8069668	0.80231714	0.7367323	0.9037871	0.9439688	0.34803188	0.8335169	0.72394127	0.82204604	0.8119194	0.8048595	0.89483273	0.58848214	0.5912433	0.9063015	0.9117425	0.8308388	0.82695335	0.72514796	0.8075882	0.7090929	0.774412	0.7804115	0.9444481	0.8170843	0.8336369	0.766008	0.7950909	0.82769454	0.8722231	0.9449356	0.72775745	0.61672693	0.73416984	0.88360333	0.865446	0.81152445	0.90256554	0.89274013	0.9354393	0.7634814	0.8532253	0.8872359	0.77902263	0.9102267	0.87571794	0.723562	0.87801445	0.98020035	0.8311523	0.89994764	0.90829444	0.90896916	0.9367858	0.75168055	0.85975206	0.67886865	0.88968307	0.860952	0.6619972	0.931937	0.0	0.9174745	0.7223027	0.82788485	0.8282588	0.91238666	0.8394439	0.50740516	0.88269687	0.87884986	0.85261345	0.9345577	0.915979	0.7759274	0.8520322	0.9401576	0.79340464	0.846715	0.76338035	0.7081076	0.9316997	0.7116155	0.9584905	0.71077573	0.87569356	0.92408776	0.84463245	0.48029023	0.7128588	0.8934583	0.61727726	0.753802	0.7752251	0.73346484	0.5477956	0.82564694	0.8405108	0.8052071	0.61027515	0.6452725	0.8460685	0.89611423	0.91082174	0.7402041	0.47666436
toegang_prijs/noun	0.8032157	0.9379453	0.7467401	0.9693954	0.65385514	0.99851143	0.7812681	0.57257277	0.97293913	0.99986047	0.97462463	0.9068626	0.7949458	0.9511065	0.8771825	0.704566	0.8489936	0.88702244	0.8919152	0.97166526	0.9754783	0.95503974	0.98272496	0.89673895	0.9181035	0.74474025	0.9582854	0.8198158	0.930973	0.9191374	0.9273554	0.5432217	0.92459416	0.9087327	0.9710912	0.75527453	0.9153049	0.9446701	0.6914623	0.9469168	0.966769	0.8276918	0.50803494	0.94833165	0.880945	0.5221314	0.55421674	0.8772274	0.95611936	0.9082998	0.88544494	0.8373787	0.8611402	0.90474045	0.9128167	0.79139227	0.80233413	0.83358645	0.94514275	0.94316125	0.94031936	0.71209246	0.8393505	0.80151343	0.8321613	0.8049489	0.8670478	0.9490981	0.84742093	0.8766841	0.93411183	0.8965588	0.7359978	0.794542	0.90541995	0.9880429	0.91501117	0.7435149	0.9225782	0.88721657	0.9627702	0.7742492	0.90030026	0.93743056	0.9651121	0.94529796	0.8591473	0.953651	0.9174745	0.0	0.9616516	0.93564993	0.9755915	0.9302152	0.74767786	0.9820298	0.76801896	0.933559	0.9795504	0.9183254	0.8061911	0.9630766	0.95137537	0.6157781	0.8635673	0.7330837	0.79617363	0.8094679	0.9684357	0.9759335	0.79944813	0.88685733	0.76357037	0.7545524	0.9634961	0.78686637	0.5991312	0.7445734	0.94259477	0.9275955	0.785465	0.7697649	0.8669874	0.9584305	0.9202599	0.9626149	0.90711623	0.9887864	0.80744374	0.8901407	0.98417974	0.799936	0.96560943
tegelijk/adj	0.9781149	0.75744694	0.81651205	0.78866786	0.95596755	0.93457425	0.8242923	0.87776875	0.7151644	0.80460846	0.6077672	0.8259614	0.7916567	0.7469412	0.76268685	0.7212803	0.6438504	0.9390027	0.8648595	0.7569654	0.9689745	0.82165235	0.9266955	0.6380217	0.8501258	0.7891792	0.6551733	0.86294615	0.8346112	0.8331803	0.78894216	0.8897594	0.73542225	0.78076696	0.87329024	0.80479205	0.6656048	0.83409786	0.8309001	0.69622946	0.69778204	0.7881707	0.86551195	0.70551133	0.74699825	0.94288975	0.790755	0.72887087	0.69509536	0.82778734	0.78121823	0.7206687	0.83425266	0.74439275	0.7062858	0.9029568	0.7580601	0.8712231	0.7745236	0.79063755	0.924235	0.7974672	0.730914	0.9255454	0.6922028	0.78062034	0.91136235	0.6330765	0.72118545	0.87293315	0.74333096	0.7793331	0.7521284	0.7492213	0.69571006	0.94022006	0.7959701	0.8831297	0.7709053	0.6698251	0.9237319	0.8184799	0.68869555	0.61953354	0.80859435	0.788394	0.66686064	0.7880481	0.7223027	0.9616516	0.0	0.75166416	0.69046116	0.67832565	0.76929706	0.88858014	0.81348705	0.9314072	0.9443036	0.87310266	0.8466123	0.71785927	0.7465458	0.8174739	0.69109356	0.8207948	0.86539793	0.8503878	0.58780605	0.89954066	0.9503648	0.91460407	0.8198643	0.87480956	0.7719911	0.67983454	0.7913164	0.87985355	0.68717766	0.65012914	0.70070124	0.8192154	0.8611712	0.78729707	0.68585503	0.89082116	0.76553863	0.57962966	0.76545125	0.8507684	0.82706517	0.90774596	0.69412416
op/prep	0.7319007	0.86373115	0.56672585	0.8733133	0.9102894	1.0	0.5875716	0.5782996	0.8903961	0.9388882	0.9280471	0.92541677	0.55971444	0.7007908	0.5226003	0.5382368	0.80115277	0.81655085	0.8487787	0.6674427	0.94440204	0.7669468	0.80027515	0.850246	0.7740525	0.5923486	0.7745712	0.59900814	0.8590609	0.9694024	0.7477548	0.8895629	0.8037346	0.5896164	0.84970105	0.48795778	0.6196762	0.78686655	0.51803505	0.85827863	0.8008805	0.56466013	0.9068526	0.7668112	0.5622859	0.89662147	0.62095517	0.6203338	0.8377701	0.8612789	0.73836184	0.52019966	0.823763	0.70281464	0.6040215	0.6570298	0.42972505	0.7216214	0.917513	0.8093147	0.70131934	0.7082195	0.84736764	0.8446397	0.9070114	0.45452356	0.89652884	0.713326	0.4193942	0.52098876	0.5505192	0.8194871	0.9426094	0.89918613	0.779057	0.98548555	0.9803401	0.68643236	0.6070818	0.83573914	0.9028249	0.8828876	0.9419816	0.88714135	0.72979796	0.38013172	0.82402486	0.8959601	0.82788485	0.93564993	0.75166416	0.0	0.610185	0.7855928	0.4490944	0.95260847	0.82623833	0.6172538	0.87967	0.674418	0.71704715	0.7511793	0.48393226	0.61955345	0.82216614	0.49014318	0.8906807	0.7019684	0.9312412	0.6997267	0.9092636	0.8610603	0.7457893	0.5048847	0.8453112	0.7091634	0.53480977	0.7066041	0.95022917	0.979155	0.58629996	0.72566104	0.7648628	0.5173594	0.53048646	0.91278785	0.86538315	0.9139604	0.4737088	0.53130186	0.8380919	0.6874464	0.8918528
over/prep	0.93484044	0.83718467	0.8046734	0.8263442	0.93018866	0.9913583	0.6609118	0.84858596	0.7240084	0.9944912	0.92851496	0.8603498	0.7245599	0.74271905	0.7620605	0.56048286	0.8700281	0.995721	0.82702875	0.6022613	0.9429842	0.7212634	0.8521569	0.84186137	0.62168825	0.6842617	0.83266735	0.87299836	0.91889066	0.96591836	0.38038582	0.94461	0.8534059	0.8510282	0.92943686	0.574996	0.7076126	0.5943531	0.6496386	0.8953174	0.7040173	0.5209131	0.94701797	0.72040856	0.6097396	0.8960825	0.70057905	0.62218636	0.66003287	0.8066797	0.721085	0.5694715	0.7855677	0.7719655	0.8242779	0.90869397	0.6130104	0.8613615	0.8975109	0.8988143	0.9588359	0.5494211	0.72418994	0.8635809	0.8574175	0.64627326	0.7011031	0.5760912	0.5208058	0.7820517	0.5955922	0.5408691	0.88325554	0.910085	0.67168593	0.9268834	0.95911664	0.59922373	0.59050035	0.7687242	0.72521615	0.8939205	0.9656835	0.91037816	0.5629492	0.59463614	0.8520211	0.8586124	0.8282588	0.9755915	0.69046116	0.610185	0.0	0.5918895	0.6504836	0.91545767	0.94688874	0.8764401	0.8511727	0.47202033	0.67183214	0.8711769	0.6011113	0.6809612	0.86278087	0.8493137	0.81606436	0.6184677	0.8620831	0.96324927	0.8624739	0.7859477	0.855635	0.7020407	0.8221544	0.7435112	0.58874357	0.683522	0.96115005	0.89885086	0.69760275	0.9208647	0.8433513	0.76804423	0.52251077	0.70832825	0.8850696	0.9189417	0.559392	0.5626242	0.8358765	0.91016036	0.8967041
alvast/adv	0.8988727	0.74946463	0.81485337	0.9220923	0.91323435	0.95189637	0.8142744	0.90970755	0.7434269	0.9598066	0.64278674	0.7994064	0.85464215	0.8648106	0.7957	0.78594434	0.7907443	0.8242877	0.9844013	0.7681736	0.9385306	0.8982804	0.8767417	0.7111621	0.7567402	0.90930235	0.8250127	0.8551125	0.8013136	0.8398752	0.5430742	0.69500506	0.96915704	0.8264256	0.7819175	0.8400028	0.7456875	0.7059832	0.6598056	0.74958366	0.67941034	0.6980742	0.87412703	0.7282225	0.6923344	0.937649	0.78189754	0.77338964	0.74535656	0.7982381	0.9173229	0.6697625	0.8654618	0.866266	0.81657577	0.8622709	0.75970256	0.9288188	0.7014508	0.8422096	0.8094282	0.7226432	0.66002035	0.87465954	0.62886363	0.81323606	0.83170736	0.5819912	0.73462856	0.8251631	0.7731443	0.6778756	0.61832315	0.86057746	0.5894065	0.91810846	0.9067426	0.8546488	0.74213696	0.68837756	0.88564306	0.83229	0.822266	0.8365829	0.6813668	0.75424063	0.67607236	1.0	0.91238666	0.9302152	0.67832565	0.7855928	0.5918895	0.0	0.839555	0.865828	0.6423181	0.99130106	0.9006743	0.7096762	0.9579289	0.81909025	0.75139105	0.8311353	0.9348204	0.86037827	0.78871346	0.829944	0.59424037	0.8636712	0.92577815	0.8872291	0.857535	0.7128162	0.84717405	0.74367934	0.6721937	0.7512267	0.98070675	0.81144834	0.83891916	0.81305677	0.9255254	0.81336105	0.6552156	0.8552228	0.90595937	0.81711614	0.92202675	0.70376915	0.7855746	0.910216	0.95102704
bovenop/prep	0.8384548	0.7939267	0.6126917	0.8186506	0.6468124	0.97811776	0.61333865	0.2653724	0.96013486	0.9703882	0.93677735	0.82662445	0.41758764	0.63320124	0.465519	0.4626906	0.89542335	0.84602344	0.6822559	0.753859	0.9231903	0.9285928	0.8924217	0.762293	0.70722926	0.5303004	0.89581686	0.6273954	0.9832597	0.8608587	0.65047395	0.8465888	0.80792874	0.5524281	0.96774846	0.3514884	0.52053356	0.7064019	0.4034378	0.8433268	0.8404236	0.56146324	0.8981126	0.68475163	0.40500718	0.7210305	0.3442328	0.63482994	0.6908361	0.7768255	0.53408	0.40441972	0.6984002	0.67477894	0.43964446	0.648443	0.35654312	0.6923187	0.865955	0.9480281	0.6786366	0.5037451	0.81084913	0.86652166	0.92625356	0.3841405	0.6914213	0.6811558	0.3318916	0.5684843	0.5202918	0.7099681	0.8699875	0.76904637	0.72223425	0.9939352	0.90737975	0.5866697	0.40799308	0.7670573	0.8699373	0.6452229	0.9586996	0.9189569	0.6051966	0.3178234	0.90240896	0.83989733	0.8394439	0.74767786	0.76929706	0.4490944	0.6504836	0.839555	0.0	0.90327644	0.8987819	0.6852706	0.8246691	0.5892892	0.8630265	0.8137372	0.4069819	0.5243882	0.8558026	0.52163565	0.85806495	0.5398878	0.91169053	0.63178647	0.80784297	0.89301443	0.67491245	0.6327393	0.83768666	0.70055604	0.5064316	0.5314206	0.88627523	0.8879382	0.5764026	0.7242319	0.7357693	0.5123191	0.52161837	0.79509574	0.8958662	0.9123493	0.33369386	0.53436327	0.7625027	0.6275833	0.93464226
verontschuldig/adj	0.9903943	0.76376694	0.97885895	0.9963355	0.9801753	0.9102931	0.97833085	0.987425	0.46685028	0.97899985	0.76485336	0.8787913	0.98856384	0.9052845	0.9376566	0.9885251	0.4929644	0.84342325	0.9741038	0.95058113	0.9511134	0.49241012	1.0	0.89870125	0.97628754	0.9890078	0.44639945	0.97118413	0.9231586	0.6659009	0.9686072	0.8596899	0.6854179	0.9596844	0.7171821	0.988575	0.84074384	0.91658145	0.93048406	0.4749691	0.44455528	0.9705001	0.89691764	0.7899296	0.9075314	0.94472957	0.9297683	0.808022	0.7526326	0.763209	0.9769042	0.98399365	0.7478133	0.9418254	0.85914534	0.9309622	0.9659776	0.98802185	0.48713505	0.5771405	0.93514955	0.98488575	0.9016875	0.9557488	0.82122326	0.97595376	0.95765096	0.7221577	0.9937983	0.9918413	0.9193201	0.9871099	0.90683454	0.74715745	0.859177	0.99910337	0.68696404	0.98065346	0.9778454	0.93174607	0.9756347	0.71942854	0.852096	0.596097	0.9684396	0.9776707	0.52209586	0.92704594	0.50740516	0.9820298	0.88858014	0.95260847	0.91545767	0.865828	0.90327644	0.0	0.7907548	0.98793304	0.9559129	0.96283567	0.94953656	0.90102327	0.93055147	0.99008757	0.93884206	0.97485614	0.6582413	0.70762527	0.7926918	0.9459568	0.9445694	0.8608552	0.97495	0.99717045	0.92657834	0.5086504	0.81065685	0.962403	0.76277137	0.8327347	0.92840165	0.70817345	0.84292775	0.97696924	0.9508332	0.96366346	0.6081308	0.55423844	0.9685622	0.9892914	0.8648351	0.83570385	0.47689533
zondag_middag/noun	0.7688143	0.8625318	0.9307059	0.9280212	0.9325209	0.9398286	0.95809877	0.9202687	0.87011033	0.98172015	0.69173145	0.85832375	0.9508413	0.93382293	0.9880793	0.95264804	0.7330993	0.34502423	0.9277789	0.9610497	0.975309	0.9148491	0.8984378	0.8917274	0.97617155	0.94426614	0.7857168	0.917503	0.9119073	0.7657329	0.95332396	0.6414272	0.90556073	0.97489786	0.9304981	0.9549543	0.9458537	0.9954168	0.7839378	0.623487	0.79967105	0.96208495	0.5559802	0.919964	0.97725725	0.89662576	0.88979816	0.9157555	0.9548785	0.9033147	0.94411004	0.924968	0.90441674	0.9647107	0.9216886	0.9090796	0.9639263	0.9756598	0.6848631	0.83529645	0.96600974	0.97268254	0.7226852	0.9854555	0.71778035	0.99332535	0.9804593	0.854828	0.9433492	0.9388961	0.9059879	0.9650037	0.63968503	0.9587773	0.81821793	0.9575824	0.8549611	0.93848515	0.9585689	0.84533536	0.9758746	0.68325514	0.8879689	0.84423256	0.9672712	0.9803283	0.67493284	0.94134367	0.88269687	0.76801896	0.81348705	0.82623833	0.94688874	0.6423181	0.8987819	0.7907548	0.0	0.9998868	0.9880697	0.9728535	0.9367696	0.9193262	0.9619939	0.94316226	0.80825233	0.932961	0.78669584	0.8714257	0.8112029	0.98024994	0.94937474	0.8586873	0.921286	0.97657996	0.80768514	0.7729017	0.81314623	0.9067538	0.9266433	0.8759815	0.9461295	0.78814054	0.96964705	0.97951734	0.9721421	0.95977324	0.8278194	0.7721814	0.9563793	0.94773066	0.9224989	0.9425502	0.97245127
energie/prefix	0.91405416	0.83561355	0.6877438	0.9179934	0.8883217	0.92788523	0.7589071	0.67066157	0.9732542	0.98610735	0.9978075	0.87523615	0.7564987	0.79067653	0.7137213	0.71563363	0.9552074	0.9999348	0.8771735	0.8140408	0.9838957	0.9548842	0.94451386	0.94012046	0.91291094	0.8548556	0.95683414	0.7285087	0.96649104	0.9698379	0.94861746	0.94701684	0.8626687	0.7988049	0.976021	0.64588296	0.8644439	0.9026377	0.8773081	0.9706171	0.9880495	0.82164705	0.93860835	0.907155	0.6941823	0.9915293	0.7098254	0.85922545	0.9696043	0.83096635	0.6570455	0.7459985	0.9335714	0.8230195	0.8671157	0.7128245	0.68545955	0.9011826	0.9817909	0.97379607	0.8107815	0.79849404	0.95312023	0.86070526	0.9939805	0.7178097	0.9139813	0.7627816	0.6309917	0.48474127	0.70070827	0.90777785	0.9533111	0.7784324	0.9205688	0.9892084	0.96999735	0.6539308	0.7549726	0.8144727	0.9834623	0.9696121	0.9164722	0.9900002	0.8612747	0.60990304	0.9883756	0.98118335	0.87884986	0.933559	0.9314072	0.6172538	0.8764401	0.99130106	0.6852706	0.98793304	0.9998868	0.0	0.8926625	0.833096	0.8726814	0.84182847	0.617638	0.8236763	0.8747794	0.609807	0.9090967	0.74397516	0.9969483	0.8584113	0.97143424	0.8469388	0.9058292	0.5898771	0.9644929	0.88725674	0.72104	0.79775554	0.9658742	0.9139135	0.7179506	0.7628133	0.88963294	0.67407084	0.86263204	0.9050835	0.9210892	0.9899023	0.79264104	0.6727374	0.8000011	0.7365639	0.9601077
inmiddels/adv	0.7795472	0.9170122	0.86572987	0.7483964	0.92200804	0.96453106	0.8174643	0.9134127	0.8457906	0.92260486	0.93190944	0.7666882	0.8270019	0.67677075	0.75107247	0.7880009	0.87326765	0.9544481	0.7992119	0.8039079	0.85645115	0.88308007	0.97099674	0.88560474	0.73163986	0.80899286	0.84107316	0.7923461	0.7350586	0.98321056	0.7959426	0.99569833	0.85422456	0.8728825	0.857878	0.7632407	0.70439166	0.9508501	0.8467896	0.96711516	0.82165164	0.74100757	0.9836933	0.6804242	0.70253193	0.82588565	0.8968613	0.70623136	0.83680093	0.67893183	0.7304086	0.68819344	0.7839188	0.7304883	0.94935805	0.9495972	0.76561105	0.87788707	0.7364345	0.8207239	0.87293077	0.7678501	0.8276275	0.950833	0.93794376	0.766494	0.69547844	0.7773767	0.78727436	0.9049474	0.74385583	0.9343479	0.9112076	0.83055097	0.82205766	0.86044836	0.90473795	0.7067507	0.78919864	0.6458119	0.76553655	0.86250424	0.7469504	0.94534403	0.8238862	0.7466247	0.79039085	0.6568954	0.85261345	0.9795504	0.9443036	0.87967	0.8511727	0.9006743	0.8246691	0.9559129	0.9880697	0.8926625	0.0	0.6897136	0.8481676	0.84136766	0.7189567	0.8261881	0.9528973	0.94143915	0.9018699	0.80638	0.9403645	0.9144448	0.81988704	0.70179176	0.91566604	0.9337347	0.9808612	0.7581121	0.8182212	0.79455733	0.9807542	0.7152066	0.8482873	0.9001559	0.8601099	0.7992133	0.69933486	0.9081664	0.8854965	0.9646498	0.77303416	0.8113967	0.78568196	0.8436726	0.9659468
